drug,time_h,concentration,effect
aducanumab,0.0,0.0,0.0
aducanumab,1.4428857715430863,221.7713031190129,0.6997881109386026
aducanumab,2.8857715430861726,215.73090937598732,0.6997791525247129
aducanumab,4.328657314629259,209.8559494355441,0.6997698169834445
aducanumab,5.771543086172345,204.14189059274312,0.6997600885532549
aducanumab,7.214428857715431,198.58432433739898,0.6997499508219798
aducanumab,8.657314629258519,193.17896295117478,0.6997393867005524
aducanumab,10.100200400801604,187.9212573771865,0.6997283775746992
aducanumab,11.54308617234469,182.80810904444908,0.6997169069658347
aducanumab,12.985971943887776,177.8345399053505,0.6997049532909626
aducanumab,14.428857715430862,172.99730376011595,0.699692497808238
aducanumab,15.87174348697395,168.29294165357,0.6996795204590889
aducanumab,17.314629258517037,163.71722036866655,0.6996659978787564
aducanumab,18.757515030060123,159.26678693419078,0.699651907877751
aducanumab,20.20040080160321,154.93786001291454,0.6996372256445993
aducanumab,21.643286573146295,150.72798978023084,0.6996219297074564
aducanumab,23.08617234468938,146.63296330511108,0.6996059910356011
aducanumab,24.529058116232466,142.65041159279315,0.6995893860797953
aducanumab,25.971943887775552,138.776904007216,0.6995720858179488
aducanumab,27.414829659318638,135.00919167553795,0.6995540601576978
aducanumab,28.857715430861724,131.3450314759855,0.6995352823680585
aducanumab,30.300601202404813,127.78082588180843,0.6995157173157942
aducanumab,31.7434869739479,124.31434141834521,0.6994953352485096
aducanumab,33.186372745490985,120.94271974857763,0.6994741013658629
aducanumab,34.629258517034074,117.66351713081437,0.6994519815676993
aducanumab,36.07214428857716,114.47404760208194,0.6994289382939635
aducanumab,37.515030060120246,111.37179874297561,0.6994049330362487
aducanumab,38.95791583166333,108.3546561944536,0.6993799284628269
aducanumab,40.40080160320642,105.41998524242956,0.6993538809250364
aducanumab,41.8436873747495,102.56579429587808,0.6993267500662681
aducanumab,43.28657314629259,99.78965666233634,0.699298489303505
aducanumab,44.72945891783567,97.0895475595583,0.6992690534967317
aducanumab,46.17234468937876,94.46335123656736,0.6992383941985393
aducanumab,47.61523046092185,91.90905371651526,0.6992064615204374
aducanumab,49.05811623246493,89.42460694986423,0.6991732023862002
aducanumab,50.50100200400802,87.0082172466914,0.6991385643259155
aducanumab,51.943887775551104,84.65793240423528,0.6991024898626951
aducanumab,53.386773547094194,82.37199828239511,0.6990649214226183
aducanumab,54.829659318637276,80.14862394432107,0.6990257978174907
aducanumab,56.272545090180365,77.98608649214636,0.6989850557206609
aducanumab,57.71543086172345,75.8827749994168,0.6989426306349455
aducanumab,59.15831663326654,73.83697088989906,0.6988984523934947
aducanumab,60.60120240480963,71.8472212190306,0.6988524528731511
aducanumab,62.04408817635271,69.91187040948074,0.6988045556999274
aducanumab,63.4869739478958,68.0295214112564,0.6987546867462242
aducanumab,64.92985971943888,66.19865402042485,0.6987027648050698
aducanumab,66.37274549098197,64.41790209369178,0.6986487086548231
aducanumab,67.81563126252506,62.68587477710372,0.6985924321441992
aducanumab,69.25851703406815,61.00121879031025,0.698533845676843
aducanumab,70.70140280561122,59.36269108364532,0.698472858904407
aducanumab,72.14428857715431,57.768949532258006,0.6984093729873413
aducanumab,73.5871743486974,56.218862490594326,0.6983432923218972
aducanumab,75.03006012024049,54.711140764603044,0.6982745096563211
aducanumab,76.47294589178357,53.24469628371453,0.6982029211607876
aducanumab,77.91583166332666,51.81834521444984,0.6981284130697472
aducanumab,79.35871743486975,50.4310191107602,0.6980508715663732
aducanumab,80.80160320641284,49.081648311405786,0.6979701770543003
aducanumab,82.24448897795592,47.76916546097755,0.6978862037076519
aducanumab,83.687374749499,46.49260694948723,0.6977988259396646
aducanumab,85.13026052104209,45.25092763106247,0.6977079060523942
aducanumab,86.57314629258518,44.043246140921916,0.6976133112933814
aducanumab,88.01603206412827,42.868558556305615,0.697514892594387
aducanumab,89.45891783567134,41.72601747128614,0.6974125061417363
aducanumab,90.90180360721443,40.61470463525722,0.6973059946741523
aducanumab,92.34468937875752,39.53377698871274,0.6971951998224977
aducanumab,93.78757515030061,38.482412479120796,0.6970799575797892
aducanumab,95.2304609218437,37.459776239468944,0.6969600940733373
aducanumab,96.67334669338678,36.465117807829344,0.6968354366316891
aducanumab,98.11623246492987,35.497623288726196,0.6967057958568539
aducanumab,99.55911823647295,34.55660625998626,0.6965709899616974
aducanumab,101.00200400801604,33.64128493088193,0.6964308145342645
aducanumab,102.44488977955912,32.75099742561202,0.6962850729624249
aducanumab,103.88777555110221,31.885034388413256,0.6961335514869007
aducanumab,105.3306613226453,31.04273352949523,0.6959760335674646
aducanumab,106.77354709418839,30.22345656129427,0.6958122967218751
aducanumab,108.21643286573148,29.426553324355023,0.6956421049697913
aducanumab,109.65931863727455,28.65143936260425,0.6954652249110508
aducanumab,111.10220440881764,27.897480856565128,0.6952814003704116
aducanumab,112.54509018036073,27.16414243933033,0.6950903867367103
aducanumab,113.98797595190382,26.450820733912156,0.694891910153831
aducanumab,115.4308617234469,25.756988617261424,0.694685704096165
aducanumab,116.87374749498998,25.082103774998227,0.6944714851832353
aducanumab,118.31663326653307,24.425647322430585,0.6942489635928177
aducanumab,119.75951903807616,23.787122174463587,0.6940178433464466
aducanumab,121.20240480961925,23.16602201136027,0.6937778108576402
aducanumab,122.64529058116233,22.561891664478814,0.6935285576812863
aducanumab,124.08817635270542,21.974240734906704,0.6932697463637513
aducanumab,125.5310621242485,21.40264270513637,0.6930010516034358
aducanumab,126.9739478957916,20.846637268807193,0.6927221175024323
aducanumab,128.41683366733469,20.30581071669051,0.6924325945621082
aducanumab,129.85971943887776,19.779740711697677,0.6921321130977388
aducanumab,131.30260521042086,19.26802315971529,0.6918202965353897
aducanumab,132.74549098196394,18.770270941535557,0.6914967619292878
aducanumab,134.18837675350701,18.28608975260128,0.6911611040978567
aducanumab,135.63126252505012,17.815125124758545,0.6908129275619193
aducanumab,137.0741482965932,17.35699512020892,0.6904517989854331
aducanumab,138.5170340681363,16.911367606103546,0.6900773048344306
aducanumab,139.95991983967937,16.477884101809725,0.6896889918902355
aducanumab,141.40280561122245,16.056222417030945,0.6892864189773349
aducanumab,142.84569138276555,15.64605364815605,0.6888691201581227
aducanumab,144.28857715430863,15.247063096679572,0.6884366234155225
aducanumab,145.7314629258517,14.858949282530526,0.6879884515395351
aducanumab,147.1743486973948,14.481403088690893,0.6875240978045604
aducanumab,148.61723446893788,14.114154594594954,0.6870430832985207
aducanumab,150.06012024048098,13.756900227407865,0.6865448655370187
aducanumab,151.50300601202406,13.409383369857565,0.6860289441612017
aducanumab,152.94589178356713,13.071324849744405,0.6854947662619985
aducanumab,154.38877755511024,12.742473750715059,0.6849418003984621
aducanumab,155.8316633266533,12.422573931610387,0.684369486263448
aducanumab,157.27454909819642,12.111380312649516,0.6837772606148602
aducanumab,158.7174348697395,11.808658441017169,0.6831645594016349
aducanumab,160.16032064128257,11.514166584917536,0.6825307813883643
aducanumab,161.60320641282567,11.227695533855787,0.6818753735257788
aducanumab,163.04609218436875,10.94900854274598,0.6811976998641016
aducanumab,164.48897795591185,10.677905760803576,0.6804971890846951
aducanumab,165.93186372745492,10.414169777219149,0.6797732055138938
aducanumab,167.374749498998,10.157605182749522,0.6790251498032587
aducanumab,168.8176352705411,9.90801304432697,0.6782523928107647
aducanumab,170.26052104208418,9.665199822120703,0.6774542987933249
aducanumab,171.70340681362725,9.428987700146248,0.6766302635503492
aducanumab,173.14629258517036,9.199184740038666,0.675779613170326
aducanumab,174.58917835671343,8.975629057836374,0.674901762843531
aducanumab,176.03206412825654,8.758136283854666,0.6739960222877677
aducanumab,177.4749498997996,8.546550776938815,0.6730617967886441
aducanumab,178.9178356713427,8.340703223175023,0.6720984153956451
aducanumab,180.3607214428858,8.140440795929592,0.6711052619999388
aducanumab,181.80360721442887,7.945610506362791,0.6700817041810186
aducanumab,183.24649298597197,7.756059694171795,0.6690270914708452
aducanumab,184.68937875751504,7.5716505241978975,0.6679408386876537
aducanumab,186.13226452905812,7.392233519708983,0.6668222765151034
aducanumab,187.57515030060122,7.217682607537128,0.6656708636350921
aducanumab,189.0180360721443,7.047854205098837,0.6644859318713597
aducanumab,190.4609218436874,6.882627101406024,0.6632669494396113
aducanumab,191.90380761523048,6.721869958728681,0.6620133009819487
aducanumab,193.34669338677355,6.565462197012439,0.660724437618808
aducanumab,194.78957915831666,6.413286232755003,0.6593998261574805
aducanumab,196.23246492985973,6.2652226565234175,0.6580389055897063
aducanumab,197.67535070140283,6.121164124433108,0.6566412151773585
aducanumab,199.1182364729459,5.980994226851716,0.6552061983629031
aducanumab,200.56112224448898,5.844614779937629,0.6537334745629773
aducanumab,202.0040080160321,5.711913964055902,0.6522225133511173
aducanumab,203.44689378757516,5.582797106938711,0.65067296667892
aducanumab,204.88977955911824,5.457162750111718,0.6490844058172657
aducanumab,206.33266533066134,5.334916162514821,0.6474564777958437
aducanumab,207.77555110220442,5.215966046943327,0.6457888743499616
aducanumab,209.21843687374752,5.100219409047629,0.6440812603856043
