ach_conc,donepezil_conc,effect
0.01,0.0,0.32
0.03507537688442211,0.0,0.5603612644254892
0.060150753768844226,0.0,0.640320962888666
0.08522613065326633,0.0,0.6802707445475057
0.11030150753768844,0.0,0.7042310006015642
0.13537688442211057,0.0,0.720200501253133
0.16045226130653267,0.0,0.7316053272232564
0.1855276381909548,0.0,0.7401578749530134
0.2106030150753769,0.0,0.7468092215168728
0.235678391959799,0.0,0.7521298987671645
0.26075376884422113,0.0,0.7564829157175399
0.28582914572864326,0.0,0.7601102480581308
0.31090452261306534,0.0,0.7631794002004472
0.33597989949748747,0.0,0.7658100078745794
0.3610552763819096,0.0,0.7680897975546203
0.38613065326633167,0.0,0.7700845599749452
0.4112060301507538,0.0,0.7718446029593823
0.4362814070351759,0.0,0.7734090529480542
0.461356783919598,0.0,0.7748087979323804
0.48643216080402013,0.0,0.7760685473768604
0.5115075376884423,0.0,0.7772083035075161
0.5365829145728643,0.0,0.778244431285018
0.5616582914572865,0.0,0.779190449217899
0.5867336683417086,0.0,0.7800576224477014
0.6118090452261307,0.0,0.7808554134765704
0.6368844221105529,0.0,0.7815918288687608
0.6619597989949749,0.0,0.7822736888987863
0.687035175879397,0.0,0.7829068394116173
0.7121105527638192,0.0,0.7834963198451916
0.7371859296482413,0.0,0.7840464976450545
0.7622613065326633,0.0,0.7845611766607402
0.7873366834170855,0.0,0.7850436852159208
0.8124120603015076,0.0,0.7854969481643437
0.8374874371859297,0.0,0.7859235462288898
0.8625628140703518,0.0,0.7863257651673491
0.8876381909547739,0.0,0.786705636743215
0.912713567839196,0.0,0.7870649730520273
0.9377889447236182,0.0,0.7874053954273358
0.9628643216080403,0.0,0.7877283588992523
0.9879396984924623,0.0,0.7880351729839418
1.0130150753768845,0.0,0.7883270194305269
1.0380904522613066,0.0,0.7886049674325389
1.0631658291457287,0.0,0.7888699867166927
1.0882412060301507,0.0,0.7891229588467058
1.113316582914573,0.0,0.7893646870198411
1.138391959798995,0.0,0.7895959045855572
1.1634673366834172,0.0,0.7898172824766008
1.1885427135678392,0.0,0.7900294357111544
1.2136180904522613,0.0,0.7902329290987548
1.2386934673366834,0.0,0.7904282822614587
1.2637688442211057,0.0,0.79061597406425
1.2888442211055278,0.0,0.7907964465342148
1.3139195979899498,0.0,0.7909701083360119
1.338994974874372,0.0,0.7911373378611593
1.364070351758794,0.0,0.7912984859802868
1.389145728643216,0.0,0.7914538785004921
1.4142211055276384,0.0,0.7916038183640105
1.4392964824120604,0.0,0.7917485876194261
1.4643718592964825,0.0,0.7918884491924115
1.4894472361809046,0.0,0.7920236484793829
1.5145226130653267,0.0,0.7921544147843943
1.5395979899497487,0.0,0.7922809626169736
1.564673366834171,0.0,0.7924034928663455
1.589748743718593,0.0,0.7925221938655687
1.6148241206030152,0.0,0.7926372423574392
1.6398994974874372,0.0,0.7927488043725803
