time_h,concentration
0.0,0.0
0.18009004502251125,0.0028155145801208974
0.3601800900450225,0.00495951511004451
0.5402701350675337,0.006590973751281288
0.720360180090045,0.00783123018602437
0.9004502251125562,0.008772900113402942
1.0805402701350675,0.009486674894374061
1.2606303151575786,0.01002651156015283
1.44072036018009,0.010433594223129228
1.6208104052026013,0.010739357728305886
1.8009004502251125,0.010967795535062717
1.9809904952476236,0.011137221268826825
2.161080540270135,0.01126161327187804
2.3411705852926463,0.011351640867238635
2.5212606303151572,0.011415447681673789
2.7013506753376686,0.011459249537646316
2.88144072036018,0.011487790810131503
3.0615307653826913,0.011504692753000869
3.2416208104052027,0.011512719368328053
3.4217108554277136,0.011513980338153741
3.601800900450225,0.01151008591751125
3.7818909454727363,0.01150226516061644
3.961980990495247,0.011491456160127521
4.142071035517759,0.011478374924641778
4.32216108054027,0.011463567951262821
4.502251125562781,0.011447452353000064
4.682341170585293,0.01143034648706543
4.862431215607804,0.011412493332729144
5.0425212606303145,0.01139407833508516
5.222611305652826,0.01137524302477602
5.402701350675337,0.011356095413607275
5.582791395697849,0.011336717929274532
5.76288144072036,0.011317173471753247
5.942971485742871,0.011297510035998022
6.123061530765383,0.011277764240339822
6.3031515757878935,0.01125796401962822
6.483241620810405,0.011238130680843254
6.663331665832916,0.01121828047209538
6.843421710855427,0.011198425780206054
7.023511755877939,0.011178576044792667
7.20360180090045,0.011158738455967952
7.383691845922961,0.011138918486877425
7.563781890945473,0.011119120300172603
7.7438719359679835,0.011099347058262342
7.923961980990494,0.011079601160120345
8.104052026013006,0.011059884422034677
8.284142071035518,0.011040198215569556
8.464232116058028,0.01102054357286829
8.64432216108054,0.011000921267028478
8.824412206103052,0.010981331873450444
9.004502251125562,0.01096177581666302
9.184592296148073,0.0109422534060645
9.364682341170585,0.010922764863202825
9.544772386193095,0.010903310342597856
9.724862431215607,0.010883889947634486
9.904952476238119,0.010864503742693408
10.085042521260629,0.010845151762410235
10.26513256628314,0.01082583401874268
10.445222611305653,0.010806550506364752
10.625312656328164,0.01078730120678396
10.805402701350674,0.010768086091483834
10.985492746373186,0.010748905124322484
11.165582791395698,0.01072975826336334
11.345672836418208,0.010710645462272437
11.52576288144072,0.010691566671384909
11.705852926463232,0.010672521838518953
11.885942971485742,0.010653510909597085
12.066033016508253,0.010634533829120267
12.246123061530765,0.010615590540529754
12.426213106553275,0.01059668098648325
12.606303151575787,0.010577805109065632
12.786393196598299,0.01055896284994976
12.96648324162081,0.010540154150519152
13.14657328664332,0.010521378951961605
13.326663331665833,0.010502637195340583
13.506753376688344,0.010483928821649668
13.686843421710854,0.010465253771854095
13.866933466733366,0.010446611986922375
14.047023511755878,0.010428003407850418
14.227113556778388,0.01040942797567989
14.4072036018009,0.010390885631512178
14.587293646823412,0.010372376316519008
14.767383691845922,0.01035389997195051
14.947473736868433,0.010335456539141313
15.127563781890945,0.01031704595951518
15.307653826913455,0.01029866817458847
15.487743871935967,0.010280323125972775
15.667833916958479,0.010262010755376846
15.847923961980989,0.010243731004608054
16.028014007003502,0.010225483815573444
16.208104052026012,0.010207269130280507
16.388194097048522,0.010189086890837707
16.568284142071036,0.010170937039454868
16.748374187093546,0.010152819518443395
16.928464232116056,0.010134734270216429
17.10855427713857,0.0101166812372889
17.28864432216108,0.010098660362277537
17.46873436718359,0.010080671587900825
17.648824412206103,0.010062714856978933
17.828914457228613,0.010044790112433623
18.009004502251123,0.010026897297288121
18.189094547273637,0.010009036354666993
18.369184592296147,0.009991207227795998
18.549274637318657,0.009973409860001937
18.72936468234117,0.009955644194712489
18.90945472736368,0.00993791017545606
19.08954477238619,0.009920207745861605
19.269634817408704,0.009902536849658463
