route,time_h,concentration
IV infusion,113.98797595190382,26.450813755677967
IV infusion,115.4308617234469,25.756979563650503
IV infusion,116.87374749498998,25.082094976593925
IV infusion,118.31663326653307,24.425640901353752
IV infusion,119.75951903807616,23.78711246756336
IV infusion,121.20240480961925,23.166018637943445
IV infusion,122.64529058116233,22.56188182927917
IV infusion,124.08817635270542,21.974237543782458
IV infusion,125.5310621242485,21.402634010555293
IV infusion,126.9739478957916,20.846631836876103
IV infusion,128.41683366733469,20.3058036690412
IV infusion,129.85971943887776,19.779733862499036
IV infusion,131.30260521042086,19.26801816102266
IV infusion,132.74549098196394,18.770263384672834
IV infusion,134.18837675350701,18.286087126310733
IV infusion,135.63126252505012,17.815117456426307
IV infusion,137.0741482965932,17.356992636054258
IV infusion,138.5170340681363,16.9113608375562
IV infusion,139.95991983967937,16.4778798730529
IV infusion,141.40280561122245,16.056216930297694
IV infusion,142.84569138276555,15.646048315786851
IV infusion,144.28857715430863,15.247059204908648
IV infusion,145.7314629258517,14.858943398938244
IV infusion,147.1743486973948,14.481403088690895
IV infusion,148.61723446893788,14.114148624651015
IV infusion,150.06012024048098,13.756898293399706
IV infusion,151.50300601202406,13.409378100168198
IV infusion,152.94589178356713,13.071321557348893
IV infusion,154.38877755511024,12.742469478801508
IV infusion,155.8316633266533,12.422569779795053
IV infusion,157.27454909819642,12.111377282431306
IV infusion,158.7174348697395,11.808653526399723
IV infusion,160.16032064128257,11.514166584917536
IV infusion,161.60320641282567,11.227690885713109
IV infusion,163.04609218436875,10.94900703691444
IV infusion,164.48897795591185,10.67790165770806
IV infusion,165.93186372745492,10.414167213637894
IV infusion,167.374749498998,10.157601856416901
IV infusion,168.8176352705411,9.908009268127845
IV infusion,170.26052104208418,9.665198509692935
IV infusion,171.70340681362725,9.428983873495303
IV infusion,173.14629258517036,9.199184740038666
IV infusion,174.58917835671343,8.9756254385345
IV infusion,176.03206412825654,8.75813511130917
IV infusion,177.4749498997996,8.54654758192609
IV infusion,178.9178356713427,8.340701226921366
IV infusion,180.3607214428858,8.140438851053897
IV infusion,181.80360721442887,7.94560756597356
IV infusion,183.24649298597197,7.756058672213823
IV infusion,184.68937875751504,7.571647544417793
IV infusion,186.13226452905812,7.392233519708983
IV infusion,187.57515030060122,7.217679789120762
IV infusion,189.0180360721443,7.047853292000679
IV infusion,190.4609218436874,6.882624613307845
IV infusion,191.90380761523048,6.721867883724547
IV infusion,193.34669338677355,6.56546068250468
IV infusion,194.78957915831666,6.413283942984139
IV infusion,196.23246492985973,6.2652218606801995
IV infusion,197.67535070140283,6.121161803908932
IV infusion,199.1182364729459,5.980994226851716
IV infusion,200.56112224448898,5.8446125850037065
IV infusion,202.0040080160321,5.711913252939031
IV infusion,203.44689378757516,5.582795444329075
IV infusion,204.88977955911824,5.457161134152346
IV infusion,206.33266533066134,5.334914983035732
IV infusion,207.77555110220442,5.215964263668806
IV infusion,209.21843687374752,5.100218789234323
IV infusion,210.6613226452906,4.987590843799756
IV infusion,212.10420841683367,4.877995114616042
IV infusion,213.54709418837678,4.771348626271402
IV infusion,214.98997995991985,4.667570676649274
IV infusion,216.43286573146295,4.5665827746409375
IV infusion,217.87575150300603,4.468308579564883
IV infusion,219.3186372745491,4.372673842246008
IV infusion,220.7615230460922,4.279606347709262
IV infusion,222.20440881763528,4.189035859443464
IV infusion,223.6472945891784,4.1008940651922625
IV infusion,225.09018036072146,4.01511452423044
IV infusion,226.53306613226454,3.9316326160848543
IV infusion,227.97595190380764,3.8503854906603463
IV infusion,229.41883767535072,3.771312019732222
IV infusion,230.8617234468938,3.694352749767818
IV infusion,232.3046092184369,3.619449856040748
IV infusion,233.74749498997997,3.5465470980024096
IV infusion,235.19038076152307,3.4755897758762826
IV infusion,236.63326653306615,3.4065246884415608
IV infusion,238.07615230460922,3.33930009197348
IV infusion,239.51903807615233,3.2738656603087253
IV infusion,240.9619238476954,3.210172446004949
IV infusion,242.4048096192385,3.148172842564555
IV infusion,243.84769539078158,3.087820547693543
IV infusion,245.29058116232466,3.0290705275670318
IV infusion,246.73346693386776,2.97187898207391
IV infusion,248.17635270541084,2.9162033110137737
IV infusion,249.61923847695394,2.86200208122005
IV infusion,251.062124248497,2.8092349945839707
IV infusion,252.5050100200401,2.7578628569546626
IV infusion,253.9478957915832,2.707847547891338
IV infusion,255.39078156312627,2.6591519912443076
IV infusion,256.83366733466937,2.61174012654204
IV infusion,258.2765531062124,2.565576881162222
IV infusion,259.7194388777555,2.5206281432653075
IV infusion,261.1623246492986,2.476860735469702
IV infusion,262.60521042084173,2.4342423892482206
IV infusion,264.0480961923848,2.3927417200261116
IV infusion,265.4909819639279,2.352328202961349
IV infusion,266.933867735471,2.3129721493885493
IV infusion,268.37675350701403,2.274644683908325
IV infusion,269.81963927855713,2.2373177221043687
IV infusion,271.26252505010024,2.2009639488711055
IV infusion,272.7054108216433,2.16555679733514
IV infusion,274.1482965931864,2.131070428354254
IV infusion,275.5911823647295,2.0974797105781433
IV infusion,277.0340681362726,2.0647602010554835
IV infusion,278.47695390781564,2.032888126372335
IV infusion,279.91983967935874,2.00184036430736
IV infusion,281.36272545090185,1.9715944259896898
IV infusion,282.8056112224449,1.9421284385456514
IV infusion,284.248496993988,1.9134211282209677
IV infusion,285.6913827655311,1.885451803965415
IV infusion,287.13426853707415,1.8582003414672452
IV infusion,288.57715430861725,1.8316471676250674
IV infusion,290.02004008016036,1.8057732454452122
IV infusion,291.4629258517034,1.780560059352867
IV infusion,292.9058116232465,1.7559896009057048
IV infusion,294.3486973947896,1.7320443548989537
IV infusion,295.7915831663327,1.708707285851178
IV infusion,297.23446893787576,1.6859618248603485
IV infusion,298.67735470941886,1.6637918568200463
IV infusion,300.12024048096197,1.64218170798595
IV infusion,301.563126252505,1.6211161338829938
IV infusion,303.0060120240481,1.600580307543868
IV infusion,304.4488977955912,1.580559808069772
IV infusion,305.89178356713427,1.5610406095046048
IV infusion,307.3346693386774,1.5420090700139966
IV infusion,308.7775551102205,1.5234519213608377
IV infusion,310.2204408817635,1.5053562586691673
IV infusion,311.6633266533066,1.4877095304685293
IV infusion,313.10621242484973,1.4704995290111156
IV infusion,314.54909819639283,1.4537143808542183
IV infusion,315.9919839679359,1.437342537700715
IV infusion,317.434869739479,1.4213727674905143
IV infusion,318.8777555110221,1.4057941457361078
IV infusion,320.32064128256513,1.3905960470955139
IV infusion,321.76352705410824,1.3757681371761217
IV infusion,323.20641282565134,1.361300364563113
IV infusion,324.6492985971944,1.3471829530662964
IV infusion,326.0921843687375,1.333406394179376
IV infusion,327.5350701402806,1.3199614397458468
IV infusion,328.9779559118237,1.3068390948258253
IV infusion,330.42084168336675,1.294030610758331
IV infusion,331.86372745490985,1.2815274784136614
IV infusion,333.30661322645295,1.2693214216306508
IV infusion,334.749498997996,1.257404390833741
IV infusion,336.1923847695391,1.2457685568249437
IV infusion,337.6352705410822,1.2344063047459046
IV infusion,339.07815631262525,1.223310228205402
IV infusion,340.52104208416836,1.2124731235677533
IV infusion,341.96392785571146,1.2018879843977117
IV infusion,343.4068136272545,1.1915479960575737
IV infusion,344.8496993987976,1.1814465304523212
IV infusion,346.2925851703407,1.1715771409187492
IV infusion,347.7354709418838,1.161933557254625
IV infusion,349.17835671342687,1.1525096808840487
IV infusion,350.62124248496997,1.1432995801552799
IV infusion,352.0641282565131,1.134297485767406
IV infusion,353.5070140280561,1.125497786322318
IV infusion,354.9498997995992,1.1168950239985505
IV infusion,356.3927855711423,1.10848389034367
IV infusion,357.8356713426854,1.1002592221819405
IV infusion,359.2785571142285,1.0922159976341204
IV infusion,360.7214428857716,1.0843493322463176
IV infusion,362.1643286573147,1.0766544752249088
IV infusion,363.60721442885773,1.0691268057746213
IV infusion,365.05010020040083,1.0617618295369546
IV infusion,366.49298597194394,1.054555175126183
IV infusion,367.935871743487,1.0475025907602693
IV infusion,369.3787575150301,1.040599940984092
IV infusion,370.8216432865732,1.0338432034824556
IV infusion,372.26452905811624,1.0272284659804196
IV infusion,373.70741482965934,1.0207519232285602
IV infusion,375.15030060120245,1.014409874070833
IV infusion,376.5931863727455,1.008198718592775
IV infusion,378.0360721442886,1.0021149553478477
IV infusion,379.4789579158317,0.9961551786597718
IV infusion,380.9218436873748,0.9903160759987804
IV infusion,382.36472945891785,0.9845944254297593
IV infusion,383.80761523046095,0.9789870931303077
IV infusion,385.25050100200406,0.9734910309768035
IV infusion,386.6933867735471,0.968103274196608
IV infusion,388.1362725450902,0.9628209390845995
IV infusion,389.5791583166333,0.9576412207822732
IV infusion,391.02204408817636,0.9525613911176947
IV infusion,392.46492985971946,0.9475787965046316
IV infusion,393.90781563126257,0.9426908558992537
IV infusion,395.35070140280567,0.9378950588128148
IV infusion,396.7935871743487,0.9331889633787872
IV infusion,398.2364729458918,0.9285701944729553
IV infusion,399.6793587174349,0.9240364418850181
IV infusion,401.12224448897797,0.9195854585402882
IV infusion,402.5651302605211,0.915215058770115
IV infusion,404.0080160320642,0.9109231166297
IV infusion,405.4509018036072,0.9067075642619985
IV infusion,406.8937875751503,0.9025663903064512
IV infusion,408.33667334669343,0.898497638351317
IV infusion,409.7795591182365,0.8944994054284089
IV infusion,411.2224448897796,0.890569840549073
IV infusion,412.6653306613227,0.8867071432802822
IV infusion,414.1082164328658,0.8829095623597439
IV infusion,415.55110220440883,0.8791753943489518
IV infusion,416.99398797595194,0.8755029823231435
IV infusion,418.43687374749504,0.8718907145971528
IV infusion,419.8797595190381,0.8683370234861723
IV infusion,421.3226452905812,0.8648403841004687
IV infusion,422.7655310621243,0.8613993131731251
IV infusion,424.20841683366734,0.8580123679198997
IV infusion,425.65130260521045,0.8546781449303236
IV infusion,427.09418837675355,0.8513952790891839
IV infusion,428.53707414829665,0.8481624425275556
IV infusion,429.9799599198397,0.844978343602574
IV infusion,431.4228456913828,0.8418417259051615
IV infusion,432.8657314629259,0.8387513672949406
IV infusion,434.30861723446895,0.8357060789615913
IV infusion,435.75150300601206,0.8327047045119238
IV infusion,437.19438877755516,0.829746119081967
IV infusion,438.6372745490982,0.8268292284733845
IV infusion,440.0801603206413,0.8239529683135497
IV infusion,441.5230460921844,0.8211163032386387
IV infusion,442.96593186372746,0.8183182260991014
IV infusion,444.40881763527057,0.8155577571869027
IV infusion,445.85170340681367,0.8128339434839384
IV infusion,447.2945891783568,0.8101458579310417
IV infusion,448.7374749498998,0.8074925987170185
IV infusion,450.1803607214429,0.8048732885871633
IV infusion,451.623246492986,0.8022870741707208
IV infusion,453.0661322645291,0.799733125326773
IV infusion,454.5090180360722,0.7972106345080501
IV infusion,455.9519038076153,0.7947188161421711
IV infusion,457.3947895791583,0.7922569060298377
IV infusion,458.83767535070143,0.7898241607595171
IV infusion,460.28056112224453,0.7874198571381616
IV infusion,461.7234468937876,0.7850432916375267
IV infusion,463.1663326653307,0.7826937798556572
IV infusion,464.6092184368738,0.7803706559931303
IV infusion,466.0521042084169,0.7780732723436476
IV infusion,467.49498997995994,0.7758009987985852
IV infusion,468.93787575150304,0.7735532223651163
IV infusion,470.38076152304615,0.7713293466975389
IV infusion,471.8236472945892,0.7691287916414433
IV infusion,473.2665330661323,0.7669509927903682
IV infusion,474.7094188376754,0.7647954010546049
IV infusion,476.15230460921845,0.7626614822418153
IV infusion,477.59519038076155,0.7605487166491388
IV infusion,479.03807615230465,0.758456598666478
IV infusion,480.48096192384776,0.7563846363906505
IV infusion,481.9238476953908,0.7543323512501133
IV infusion,483.3667334669339,0.7522992776399702
IV infusion,484.809619238477,0.7502849625669777
IV infusion,486.25250501002006,0.7482889653042784
IV infusion,487.69539078156316,0.7463108570555921
IV infusion,489.13827655310627,0.7443502206286106
IV infusion,490.5811623246493,0.7424066501173378
IV infusion,492.0240480961924,0.7404797505931348
IV infusion,493.4669338677355,0.738569137804229
IV infusion,494.90981963927857,0.736674437883456
IV infusion,496.35270541082167,0.7347952870640093
IV infusion,497.7955911823648,0.732931331402977
IV infusion,499.2384769539079,0.7310822265124537
IV infusion,500.6813627254509,0.7292476372980183
IV infusion,502.124248496994,0.727427237704379
IV infusion,503.56713426853713,0.725620710467984
IV infusion,505.0100200400802,0.7238277468764132
IV infusion,506.4529058116233,0.7220480465343586
IV infusion,507.8957915831664,0.7202813171360202
IV infusion,509.33867735470943,0.7185272742437334
IV infusion,510.78156312625254,0.7167856410726647
IV infusion,512.2244488977956,0.7150561482814046
IV infusion,513.6673346693387,0.7133385337682975
IV infusion,515.1102204408818,0.7116325424733528
IV infusion,516.5531062124248,0.7099379261855814
IV infusion,517.995991983968,0.708254443355612
IV infusion,519.438877755511,0.7065818589134408
IV infusion,520.8817635270542,0.7049199440911732
IV infusion,522.3246492985973,0.7032684762506234
IV infusion,523.7675350701403,0.7016272387156355
IV infusion,525.2104208416835,0.6999960206090001
IV infusion,526.6533066132265,0.6983746166938378
IV infusion,528.0961923847696,0.6967628272193281
IV infusion,529.5390781563127,0.6951604577706653
IV infusion,530.9819639278558,0.6935673191231252
IV infusion,532.4248496993988,0.6919832271001287
IV infusion,533.867735470942,0.6904080024351948
IV infusion,535.310621242485,0.6888414706376762
IV infusion,536.7535070140281,0.6872834618621705
IV infusion,538.1963927855712,0.685733810781512
IV infusion,539.6392785571143,0.6841923564632418
IV infusion,541.0821643286573,0.6826589422494616
IV infusion,542.5250501002005,0.6811334156399788
IV infusion,543.9679358717435,0.6796156281786546
IV infusion,545.4108216432866,0.6781054353428635
IV infusion,546.8537074148297,0.6766026964359817
IV infusion,548.2965931863728,0.6751072744828223
IV infusion,549.7394789579158,0.6736190361279322
IV infusion,551.182364729459,0.6721378515366774
IV infusion,552.625250501002,0.6706635942990377
IV infusion,554.0681362725452,0.6691961413360351
IV infusion,555.5110220440882,0.6677353728087286
IV infusion,556.9539078156313,0.6662811720296987
IV infusion,558.3967935871744,0.664833425376959
IV infusion,559.8396793587175,0.6633920222102255
IV infusion,561.2825651302605,0.6619568547894789
IV infusion,562.7254509018037,0.6605278181957581
IV infusion,564.1683366733467,0.659104810254125
IV infusion,565.6112224448898,0.657687731458736
IV infusion,567.054108216433,0.6562764848999697
IV infusion,568.496993987976,0.6548709761935488
IV infusion,569.939879759519,0.6534711134116036
IV infusion,571.3827655310622,0.6520768070156244
IV infusion,572.8256513026053,0.6506879697912504
IV infusion,574.2685370741483,0.6493045167848446
IV infusion,575.7114228456915,0.6479263652418056
IV infusion,577.1543086172345,0.6465534345465708
IV infusion,578.5971943887776,0.6451856461642606
IV infusion,580.0400801603207,0.643822923583923
IV infusion,581.4829659318638,0.6424651922633323
IV infusion,582.9258517034068,0.6411123795752988
IV infusion,584.36873747495,0.6397644147554499
IV infusion,585.811623246493,0.6384212288514427
IV infusion,587.2545090180361,0.6370827546735648
IV infusion,588.6973947895792,0.6357489267466907
IV infusion,590.1402805611223,0.6344196812635529
IV infusion,591.5831663326654,0.6330949560392927
IV infusion,593.0260521042085,0.631774690467257
IV infusion,594.4689378757515,0.6304588254760043
IV infusion,595.9118236472947,0.6291473034874886
IV infusion,597.3547094188377,0.6278400683763903
IV infusion,598.7975951903808,0.6265370654305576
IV infusion,600.2404809619239,0.6252382413125346
IV infusion,601.683366733467,0.6239435440221407
IV infusion,603.12625250501,0.6226529228600762
IV infusion,604.5691382765532,0.6213663283925241
IV infusion,606.0120240480962,0.6200837124167216
IV infusion,607.4549098196393,0.6188050279274732
IV infusion,608.8977955911824,0.617530229084583
IV infusion,610.3406813627255,0.6162592711811773
IV infusion,611.7835671342685,0.614992110612895
IV infusion,613.2264529058117,0.6137287048479217
IV infusion,614.6693386773547,0.612469012397845
IV infusion,616.1122244488978,0.6112129927893067
IV infusion,617.555110220441,0.6099606065364318
IV infusion,618.997995991984,0.6087118151140135
IV infusion,620.440881763527,0.6074665809314302
IV infusion,621.8837675350702,0.6062248673072791
IV infusion,623.3266533066133,0.6049866384447025
IV infusion,624.7695390781564,0.6037518594073907
IV infusion,626.2124248496995,0.6025204960962418
IV infusion,627.6553106212425,0.6012925152266599
IV infusion,629.0981963927857,0.6000678843064761
IV infusion,630.5410821643287,0.5988465716144724
IV infusion,631.9839679358718,0.597628546179495
IV infusion,633.4268537074149,0.5964137777601387
IV infusion,634.869739478958,0.5952022368249876
IV infusion,636.312625250501,0.5939938945333966
IV infusion,637.7555110220442,0.5927887227167989
IV infusion,639.1983967935872,0.5915866938605268
IV infusion,640.6412825651303,0.5903877810861267
IV infusion,642.0841683366734,0.5891919581341618
IV infusion,643.5270541082165,0.5879991993474841
IV infusion,644.9699398797595,0.586809479654963
IV infusion,646.4128256513027,0.5856227745556619
IV infusion,647.8557114228457,0.5844390601034456
IV infusion,649.2985971943888,0.5832583128920102
IV infusion,650.7414829659319,0.5820805100403221
IV infusion,652.184368737475,0.5809056291784566
IV infusion,653.627254509018,0.579733648433822
IV infusion,655.0701402805612,0.5785645464177633
IV infusion,656.5130260521042,0.5773983022125309
IV infusion,657.9559118236474,0.5762348953586047
IV infusion,659.3987975951904,0.5750743058423688
IV infusion,660.8416833667335,0.5739165140841198
IV infusion,662.2845691382767,0.572761500926405
IV infusion,663.7274549098197,0.5716092476226793
IV infusion,665.1703406813627,0.5704597358262721
IV infusion,666.6132264529059,0.569312947579657
IV infusion,668.056112224449,0.5681688653040142
IV infusion,669.498997995992,0.5670274717890789
IV infusion,670.9418837675352,0.5658887501832663
IV infusion,672.3847695390782,0.5647526839840692
IV infusion,673.8276553106213,0.5636192570287157
IV infusion,675.2705410821644,0.5624884534850833
IV infusion,676.7134268537075,0.561360257842862
IV infusion,678.1563126252505,0.5602346549049592
IV infusion,679.5991983967937,0.5591116297791378
IV infusion,681.0420841683367,0.5579911678698861
IV infusion,682.4849699398798,0.5568732548705074
IV infusion,683.9278557114229,0.5557578767554264
IV infusion,685.370741482966,0.5546450197727074
IV infusion,686.813627254509,0.553534670436775
IV infusion,688.2565130260522,0.5524268155213355
IV infusion,689.6993987975952,0.5513214420524913
IV infusion,691.1422845691384,0.5502185373020426
IV infusion,692.5851703406814,0.549118088780974
IV infusion,694.0280561122245,0.5480200842331173
IV infusion,695.4709418837676,0.5469245116289888
IV infusion,696.9138276553107,0.5458313591597944
IV infusion,698.3567134268537,0.5447406152315989
IV infusion,699.7995991983969,0.5436522684596539
IV infusion,701.2424849699399,0.5425663076628822
IV infusion,702.685370741483,0.5414827218585104
IV infusion,704.1282565130261,0.5404015002568515
IV infusion,705.5711422845692,0.5393226322562269
IV infusion,707.0140280561122,0.5382461074380284
IV infusion,708.4569138276554,0.5371719155619155
IV infusion,709.8997995991984,0.5361000465611437
IV infusion,711.3426853707415,0.5350304905380195
IV infusion,712.7855711422847,0.5339632377594807
IV infusion,714.2284569138277,0.5328982786527962
IV infusion,715.6713426853707,0.5318356038013843
IV infusion,717.1142284569139,0.5307752039407445
IV infusion,718.557114228457,0.5297170699545009
IV infusion,720.0,0.5286611928705521
Oral (hypothetical),0.0,0.0
Oral (hypothetical),1.4428857715430863,39.12763735162337
Oral (hypothetical),2.8857715430861726,63.51566039011559
Oral (hypothetical),4.328657314629259,78.36801961740386
Oral (hypothetical),5.771543086172345,87.05960725214972
Oral (hypothetical),7.214428857715431,91.77891745319714
Oral (hypothetical),8.657314629258519,93.944905907681
Oral (hypothetical),10.100200400801604,94.4773843940967
Oral (hypothetical),11.54308617234469,93.9724111716106
Oral (hypothetical),12.985971943887776,92.81605715194658
Oral (hypothetical),14.428857715430862,91.25819968145927
Oral (hypothetical),15.87174348697395,89.46038833870958
Oral (hypothetical),17.314629258517037,87.52689261680896
Oral (hypothetical),18.757515030060123,85.5248405849461
Oral (hypothetical),20.20040080160321,83.49728144865351
Oral (hypothetical),21.643286573146295,81.47165822258674
Oral (hypothetical),23.08617234468938,79.46530319214473
Oral (hypothetical),24.529058116232466,77.48900222231892
Oral (hypothetical),25.971943887775552,75.54930643680767
Oral (hypothetical),27.414829659318638,73.65003138952216
Oral (hypothetical),28.857715430861724,71.79322921244194
Oral (hypothetical),30.300601202404813,69.97981891810957
Oral (hypothetical),31.7434869739479,68.20999497202956
Oral (hypothetical),33.186372745490985,66.48349204726836
Oral (hypothetical),34.629258517034074,64.79975649870323
Oral (hypothetical),36.07214428857716,63.158057337743415
Oral (hypothetical),37.515030060120246,61.557557970558406
Oral (hypothetical),38.95791583166333,59.99736249186865
Oral (hypothetical),40.40080160320642,58.476545480323644
Oral (hypothetical),41.8436873747495,56.99417109813156
Oral (hypothetical),43.28657314629259,55.54930525867442
Oral (hypothetical),44.72945891783567,54.14102330330012
Oral (hypothetical),46.17234468937876,52.76841477062151
Oral (hypothetical),47.61523046092185,51.43058628520757
Oral (hypothetical),49.05811623246493,50.12666323161772
Oral (hypothetical),50.50100200400802,48.855790645615244
Oral (hypothetical),51.943887775551104,47.617133602540804
Oral (hypothetical),53.386773547094194,46.40987728432976
Oral (hypothetical),54.829659318637276,45.23322684277068
Oral (hypothetical),56.272545090180365,44.08640713516495
Oral (hypothetical),57.71543086172345,42.968662381673035
Oral (hypothetical),59.15831663326654,41.87925577620315
Oral (hypothetical),60.60120240480963,40.8174690713956
Oral (hypothetical),62.04408817635271,39.78260215092732
Oral (hypothetical),63.4869739478958,38.77397259761009
Oral (hypothetical),64.92985971943888,37.79091526267701
Oral (hypothetical),66.37274549098197,36.832781839656874
Oral (hypothetical),67.81563126252506,35.89894044494502
Oral (hypothetical),69.25851703406815,34.988775206344066
Oral (hypothetical),70.70140280561122,34.101685860308365
Oral (hypothetical),72.14428857715431,33.23708735827879
Oral (hypothetical),73.5871743486974,32.39440948227137
Oral (hypothetical),75.03006012024049,31.573096469740275
Oral (hypothetical),76.47294589178357,30.772606647646118
Oral (hypothetical),77.91583166332666,29.99241207560334
Oral (hypothetical),79.35871743486975,29.23199819794646
Oral (hypothetical),80.80160320641284,28.490863504534133
Oral (hypothetical),82.24448897795592,27.768519200098893
Oral (hypothetical),83.687374749499,27.064488881944914
Oral (hypothetical),85.13026052104209,26.378308225794466
Oral (hypothetical),86.57314629258518,25.709524679584554
Oral (hypothetical),88.01603206412827,25.05769716501727
Oral (hypothetical),89.45891783567134,24.422395786670673
Oral (hypothetical),90.90180360721443,23.803201548480722
Oral (hypothetical),92.34468937875752,23.19970607740878
Oral (hypothetical),93.78757515030061,22.61151135411344
Oral (hypothetical),95.2304609218437,22.03822945044965
Oral (hypothetical),96.67334669338678,21.47948227362244
Oral (hypothetical),98.11623246492987,20.93490131682685
Oral (hypothetical),99.55911823647295,20.404127416209658
Oral (hypothetical),101.00200400801604,19.88681051399283
Oral (hypothetical),102.44488977955912,19.382609427602514
Oral (hypothetical),103.88777555110221,18.891191624651267
Oral (hypothetical),105.3306613226453,18.412233003625364
Oral (hypothetical),106.77354709418839,17.94541768013229
Oral (hypothetical),108.21643286573148,17.490437778567706
Oral (hypothetical),109.65931863727455,17.04699322906429
Oral (hypothetical),111.10220440881764,16.614791569588668
Oral (hypothetical),112.54509018036073,16.193547753055924
Oral (hypothetical),113.98797595190382,15.782983959334375
Oral (hypothetical),115.4308617234469,15.382829412016699
Oral (hypothetical),116.87374749498998,14.992820199836618
Oral (hypothetical),118.31663326653307,14.612699102613234
Oral (hypothetical),119.75951903807616,14.242215421608291
Oral (hypothetical),121.20240480961925,13.881124814184556
Oral (hypothetical),122.64529058116233,13.529189132656118
Oral (hypothetical),124.08817635270542,13.186176267224415
Oral (hypothetical),125.5310621242485,12.851859992896435
Oral (hypothetical),126.9739478957916,12.526019820284032
Oral (hypothetical),128.41683366733469,12.20844085018604
Oral (hypothetical),129.85971943887776,11.8989136318572
Oral (hypothetical),131.30260521042086,11.59723402487055
Oral (hypothetical),132.74549098196394,11.303203064482027
Oral (hypothetical),134.18837675350701,11.016626830408546
Oral (hypothetical),135.63126252505012,10.737316318933098
Oral (hypothetical),137.0741482965932,10.46508731825235
Oral (hypothetical),138.5170340681363,10.199760286984652
Oral (hypothetical),139.95991983967937,9.941160235758359
Oral (hypothetical),141.40280561122245,9.689116611802183
Oral (hypothetical),142.84569138276555,9.443463186461699
Oral (hypothetical),144.28857715430863,9.20403794556767
Oral (hypothetical),145.7314629258517,8.970682982583908
Oral (hypothetical),147.1743486973948,8.743244394464217
Oral (hypothetical),148.61723446893788,8.521572180149766
Oral (hypothetical),150.06012024048098,8.305520141639871
Oral (hypothetical),151.50300601202406,8.094945787571003
