density_label,n_microglia,time_hours,abeta_remaining_mean,abeta_remaining_sem,clearance_fraction_mean,clearance_fraction_sem,n
High (50),50,69,0.9424993047383113,0.003078404810664865,0.5287503476308444,0.0015392024053324331,20
High (50),50,70,0.9325298857261511,0.0031054364587885406,0.5337350571369244,0.001552718229394273,20
High (50),50,71,0.9230283960889112,0.0030920244090504455,0.5384858019555445,0.001546012204525226,20
High (50),50,72,0.9136245925371338,0.002987794401948754,0.5431877037314331,0.0014938972009743718,20
High (50),50,73,0.9036880871172167,0.0030435764815117086,0.5481559564413916,0.0015217882407558556,20
High (50),50,74,0.8943510627456461,0.0029677125917751614,0.5528244686271769,0.0014838562958875803,20
High (50),50,75,0.8850892764343913,0.002984531211566124,0.5574553617828044,0.0014922656057830624,20
High (50),50,76,0.8760923706393804,0.002902132980097447,0.5619538146803098,0.0014510664900487223,20
High (50),50,77,0.8670802085965656,0.002840861244950038,0.5664598957017171,0.0014204306224750193,20
High (50),50,78,0.8585441570125854,0.0028568311359373623,0.5707279214937073,0.001428415567968677,20
High (50),50,79,0.8492290609204932,0.0028691579748608086,0.5753854695397533,0.0014345789874303993,20
High (50),50,80,0.8401346898969251,0.002876651508256552,0.5799326550515375,0.001438325754128278,20
High (50),50,81,0.8318717869267648,0.002875930450346498,0.5840641065366177,0.001437965225173248,20
High (50),50,82,0.8232069434240865,0.0029898343091296514,0.5883965282879567,0.001494917154564826,20
High (50),50,83,0.8145715698704533,0.002982168132409293,0.5927142150647733,0.0014910840662046459,20
High (50),50,84,0.806141295370988,0.002987576971569558,0.5969293523145061,0.0014937884857847824,20
High (50),50,85,0.7978282877791747,0.0030613503656792803,0.6010858561104127,0.0015306751828396419,20
High (50),50,86,0.7895194760529587,0.0030519216580213848,0.6052402619735207,0.0015259608290106915,20
High (50),50,87,0.7811211640377789,0.003098037628439809,0.6094394179811106,0.0015490188142199036,20
High (50),50,88,0.7730637128375658,0.0030985832009303646,0.613468143581217,0.0015492916004651808,20
High (50),50,89,0.7647928025896595,0.003078961674285328,0.6176035987051702,0.0015394808371426603,20
High (50),50,90,0.7568520389600497,0.0030179627298026184,0.6215739805199751,0.0015089813649013064,20
High (50),50,91,0.7490786031828067,0.0030446738773224993,0.6254606984085966,0.0015223369386612505,20
High (50),50,92,0.7410610474907311,0.002955937667784466,0.6294694762546345,0.0014779688338922327,20
High (50),50,93,0.7332116505061166,0.002996914783002864,0.6333941747469417,0.0014984573915014327,20
High (50),50,94,0.7253358437118606,0.0029781799462561286,0.6373320781440698,0.0014890899731280609,20
High (50),50,95,0.7174540961787237,0.0029818093049004592,0.6412729519106382,0.001490904652450228,20
High (50),50,96,0.7099639915891987,0.0028626516235436997,0.6450180042054007,0.0014313258117718503,20
High (50),50,97,0.7026531130416542,0.0027954047904777857,0.6486734434791728,0.001397702395238892,20
High (50),50,98,0.6955001385208767,0.0028176201730060802,0.6522499307395616,0.0014088100865030362,20
High (50),50,99,0.6881074827078276,0.0028233489038809317,0.6559462586460862,0.0014116744519404644,20
High (50),50,100,0.6808450420485169,0.00280345082858067,0.6595774789757416,0.0014017254142903363,20
Low (10),10,0,2.0,0.0,0.0,0.0,20
Low (10),10,1,1.9940000000000002,5.0940525990875e-17,0.003,9.949321482592773e-20,20
Low (10),10,2,1.9873007827079399,0.00015659378512937808,0.0063496086460300945,7.829689256468839e-05,20
Low (10),10,3,1.9800797934088803,0.0003264092034959798,0.009960103295559785,0.00016320460174798978,20
Low (10),10,4,1.9734912085733718,0.0006551819646074673,0.013254395713314104,0.0003275909823037404,20
Low (10),10,5,1.9688556087095588,0.0007268050349652243,0.015572195645220523,0.00036340251748261495,20
Low (10),10,6,1.9644675051565539,0.0009375460425950648,0.01776624742172299,0.0004687730212975355,20
Low (10),10,7,1.9603230149558033,0.0009384130043290728,0.019838492522098343,0.0004692065021645288,20
Low (10),10,8,1.9562236304516407,0.001008006418240676,0.021888184774179694,0.0005040032091203478,20
Low (10),10,9,1.9521575276129752,0.0010576970710667235,0.02392123619351242,0.0005288485355333518,20
Low (10),10,10,1.9478983720346357,0.0012200632798256492,0.02605081398268217,0.0006100316399128283,20
Low (10),10,11,1.9440108244249739,0.0012028070651156986,0.027994587787512903,0.0006014035325578434,20
Low (10),10,12,1.9395938105839732,0.0012235096981367834,0.030203094708013363,0.0006117548490683892,20
Low (10),10,13,1.935245417626538,0.0012020710441746662,0.03237729118673101,0.0006010355220873343,20
Low (10),10,14,1.9309463210038516,0.0012092841365709895,0.03452683949807427,0.0006046420682854945,20
Low (10),10,15,1.9272341443431678,0.0012666227262061308,0.03638292782841614,0.0006333113631030663,20
Low (10),10,16,1.9231250336751429,0.0013342437714619834,0.03843748316242844,0.0006671218857309952,20
Low (10),10,17,1.9196415578723687,0.0013423156982251658,0.04017922106381551,0.0006711578491125827,20
Low (10),10,18,1.9153547282822472,0.00133643384713489,0.04232263585887636,0.0006682169235674419,20
Low (10),10,19,1.910850793261665,0.0014035242727295743,0.04457460336916736,0.0007017621363647783,20
Low (10),10,20,1.9071181097521503,0.0014092480258761102,0.04644094512392485,0.0007046240129380529,20
Low (10),10,21,1.9028999366398094,0.0014495397746060884,0.04855003168009524,0.0007247698873030492,20
Low (10),10,22,1.8989266382487462,0.001453772041633665,0.05053668087562687,0.000726886020816834,20
Low (10),10,23,1.895263431915227,0.0013415787884548459,0.052368284042386394,0.000670789394227416,20
Low (10),10,24,1.891349108893221,0.0013554297516080295,0.05432544555338945,0.0006777148758040083,20
Low (10),10,25,1.8874293587612,0.001398823143748611,0.05628532061939988,0.0006994115718742987,20
Low (10),10,26,1.8830913711532922,0.0014780840541107558,0.05845431442335388,0.0007390420270553793,20
Low (10),10,27,1.8795767345522827,0.001504689315075086,0.060211632723858675,0.0007523446575375417,20
Low (10),10,28,1.8754649311420466,0.0015607524295980651,0.06226753442897663,0.0007803762147990346,20
Low (10),10,29,1.8715732078590084,0.0015996078697895423,0.06421339607049575,0.0007998039348947735,20
Low (10),10,30,1.8674655942123413,0.0016189353346688293,0.06626720289382938,0.0008094676673344079,20
Low (10),10,31,1.86384775004309,0.001682799957544202,0.06807612497845503,0.0008413999787720951,20
Low (10),10,32,1.859789905763544,0.0016593474701614211,0.0701050471182279,0.0008296737350807073,20
Low (10),10,33,1.856287934036088,0.0016322588840244718,0.07185603298195592,0.0008161294420122384,20
Low (10),10,34,1.8523010451563988,0.0016520701515835728,0.07384947742180072,0.0008260350757917818,20
Low (10),10,35,1.8488906973548958,0.0015514470769027741,0.0755546513225521,0.0007757235384513839,20
Low (10),10,36,1.8448415708592083,0.0015773986334483281,0.07757921457039567,0.0007886993167241622,20
Low (10),10,37,1.8408138977639943,0.0016241329904790915,0.07959305111800272,0.0008120664952395517,20
Low (10),10,38,1.836556686746956,0.0016538239597418212,0.081721656626522,0.0008269119798709104,20
Low (10),10,39,1.8325536196420298,0.0015982396406693676,0.08372319017898498,0.0007991198203346808,20
Low (10),10,40,1.8285560044672906,0.001526051059319561,0.08572199776635461,0.0007630255296597801,20
Low (10),10,41,1.8249591107001824,0.0014810590837688892,0.08752044464990875,0.0007405295418844399,20
Low (10),10,42,1.8213643271887308,0.0014690708615395615,0.08931783640563457,0.0007345354307697765,20
Low (10),10,43,1.8171618116107293,0.0015109325254659609,0.09141909419463518,0.0007554662627329834,20
Low (10),10,44,1.8133983750726954,0.0014940744465452849,0.09330081246365231,0.000747037223272636,20
Low (10),10,45,1.8096515057568354,0.0014885410524126366,0.09517424712158228,0.0007442705262063168,20
Low (10),10,46,1.8060093637254901,0.0014951316935097208,0.09699531813725494,0.0007475658467548564,20
Low (10),10,47,1.802370430692354,0.001602317536199082,0.09881478465382287,0.000801158768099539,20
Low (10),10,48,1.7987892421128127,0.00157253381713644,0.10060537894359356,0.0007862669085682188,20
Low (10),10,49,1.795079651129918,0.0016873052522397626,0.1024601744350409,0.0008436526261198731,20
Low (10),10,50,1.7913207964042681,0.0017277780888481436,0.10433960179786592,0.0008638890444240756,20
Low (10),10,51,1.7873949728002667,0.0018449879831381698,0.10630251359986662,0.0009224939915690854,20
Low (10),10,52,1.7836755558499793,0.001827033847406761,0.10816222207501032,0.0009135169237033782,20
Low (10),10,53,1.7801066705406725,0.0017787009777235482,0.10994666472966363,0.0008893504888617774,20
Low (10),10,54,1.776241632532051,0.0016621771220983752,0.11187918373397446,0.0008310885610491864,20
Low (10),10,55,1.7721763525931102,0.0017072066958817012,0.11391182370344481,0.0008536033479408511,20
Low (10),10,56,1.7687662839353657,0.0017183265363330876,0.11561685803231711,0.0008591632681665463,20
Low (10),10,57,1.7653948800627624,0.0016258681000060813,0.1173025599686188,0.0008129340500030411,20
Low (10),10,58,1.7617650671446143,0.0016865052765172696,0.11911746642769283,0.0008432526382586354,20
Low (10),10,59,1.758193394825684,0.00174702932957892,0.12090330258715802,0.0008735146647894623,20
Low (10),10,60,1.7541471009900529,0.0017822890339517401,0.1229264495049734,0.0008911445169758703,20
Low (10),10,61,1.7504763279424693,0.0018161115736859924,0.1247618360287653,0.0009080557868429934,20
Low (10),10,62,1.7465355067064792,0.0017899093377734786,0.12673224664676033,0.0008949546688867397,20
Low (10),10,63,1.742777447992296,0.0018522678844154154,0.12861127600385192,0.0009261339422077077,20
Low (10),10,64,1.738590569210101,0.0019031600395154854,0.13070471539494952,0.000951580019757741,20
Low (10),10,65,1.734886983760457,0.0018421591369511547,0.13255650811977143,0.0009210795684755757,20
Low (10),10,66,1.7313148700987937,0.0019173392872440995,0.1343425649506031,0.00095866964362205,20
Low (10),10,67,1.7273652869684555,0.0019084514871097798,0.1363173565157723,0.0009542257435548868,20
Low (10),10,68,1.723783970127839,0.0019301598287470283,0.1381080149360804,0.0009650799143735115,20
Low (10),10,69,1.7198164601272243,0.0018192836960895513,0.1400917699363879,0.0009096418480447775,20
Low (10),10,70,1.716690357371397,0.0017540915597048193,0.1416548213143014,0.0008770457798524077,20
Low (10),10,71,1.7130645475895612,0.0017957706002678083,0.1434677262052194,0.0008978853001339049,20
Low (10),10,72,1.7092990637106777,0.0018020270959196235,0.14535046814466118,0.0009010135479598125,20
Low (10),10,73,1.705606887134903,0.0017676897983208053,0.14719655643254853,0.000883844899160404,20
Low (10),10,74,1.7020847393101122,0.0018422291163111859,0.14895763034494383,0.0009211145581555904,20
Low (10),10,75,1.6985533447895462,0.0018494513923964784,0.15072332760522686,0.0009247256961982424,20
Low (10),10,76,1.694815270508153,0.0018745034732455233,0.15259236474592347,0.0009372517366227614,20
Low (10),10,77,1.6907964669844504,0.001958731631533091,0.1546017665077747,0.0009793658157665449,20
Low (10),10,78,1.687224729314013,0.0019150841276326185,0.15638763534299344,0.0009575420638163124,20
Low (10),10,79,1.6835006141589404,0.0018976770544662104,0.15824969292052984,0.0009488385272331057,20
Low (10),10,80,1.6803109405835623,0.0018780689608079552,0.15984452970821883,0.000939034480403983,20
Low (10),10,81,1.6767753941086387,0.0018557133894480976,0.1616123029456807,0.0009278566947240477,20
Low (10),10,82,1.67351051312131,0.001870781347786511,0.16324474343934497,0.0009353906738932575,20
Low (10),10,83,1.6703971432199396,0.0019352482865567181,0.16480142839003015,0.0009676241432783566,20
Low (10),10,84,1.667147092144009,0.0019141371017305105,0.16642645392799554,0.0009570685508652571,20
Low (10),10,85,1.6635132221394415,0.0018528650369324718,0.1682433889302793,0.0009264325184662385,20
Low (10),10,86,1.6595935088776663,0.0018893934622477397,0.17020324556116678,0.000944696731123871,20
Low (10),10,87,1.6560644643968696,0.0018552098542165198,0.1719677678015652,0.0009276049271082584,20
Low (10),10,88,1.6524896004744432,0.0019398402178561324,0.17375519976277842,0.0009699201089280662,20
Low (10),10,89,1.6487390101319446,0.002027538786733205,0.17563049493402777,0.0010137693933666033,20
Low (10),10,90,1.6454880612791787,0.002011038012768597,0.17725596936041071,0.0010055190063842968,20
Low (10),10,91,1.6420735344245638,0.0019617694494769877,0.17896323278771803,0.0009808847247384964,20
Low (10),10,92,1.6388719371230078,0.0019600194649954596,0.1805640314384961,0.0009800097324977287,20
Low (10),10,93,1.6357726076879335,0.0018876979819849962,0.18211369615603318,0.0009438489909924986,20
Low (10),10,94,1.6321186125130989,0.0018595304064947479,0.18394069374345054,0.0009297652032473767,20
Low (10),10,95,1.6289214086333756,0.0019214043225236506,0.18553929568331215,0.0009607021612618231,20
Low (10),10,96,1.6253077338597197,0.0018004414103443968,0.18734613307014011,0.000900220705172194,20
Low (10),10,97,1.6221418681272808,0.0017506210105453575,0.18892906593635952,0.0008753105052726745,20
Low (10),10,98,1.618614332131309,0.001767457638481294,0.1906928339343454,0.0008837288192406438,20
Low (10),10,99,1.615005705773381,0.0017760242489753793,0.19249714711330948,0.0008880121244876862,20
Low (10),10,100,1.6118502644761126,0.001833777921940392,0.19407486776194371,0.0009168889609701973,20
Medium (30),30,0,2.0,0.0,0.0,0.0,20
Medium (30),30,1,1.982,0.0,0.009,3.9797285930371094e-19,20
Medium (30),30,2,1.9623872017551593,0.00034035596098700214,0.018806399122420155,0.00017017798049349988,20
Medium (30),30,3,1.941223454611373,0.0006744513406797627,0.029388272694313412,0.0003372256703398836,20
Medium (30),30,4,1.9212843016364076,0.000805180850187185,0.039357849181796266,0.0004025904250935995,20
Medium (30),30,5,1.9085138119167904,0.0010960908808804175,0.045743094041604676,0.0005480454404402153,20
Medium (30),30,6,1.896381311476253,0.0012219962910052537,0.051809344261873516,0.0006109981455026287,20
Medium (30),30,7,1.884482906626872,0.001422329527267922,0.05775854668656392,0.0007111647636339641,20
Medium (30),30,8,1.8724729488996548,0.0014881502601902438,0.0637635255501725,0.000744075130095127,20
Medium (30),30,9,1.8606138787518283,0.0015376959834160966,0.06969306062408578,0.0007688479917080591,20
Medium (30),30,10,1.8492432167279855,0.0016739002131527785,0.07537839163600725,0.0008369501065763947,20
Medium (30),30,11,1.837658919804009,0.00159205373031278,0.08117054009799551,0.0007960268651563965,20
Medium (30),30,12,1.8264556075965266,0.0015452917853222077,0.08677219620173653,0.0007726458926611001,20
Medium (30),30,13,1.8148060837154993,0.0016827730256651623,0.09259695814225033,0.0008413865128325796,20
Medium (30),30,14,1.803058590293396,0.0016683112740661415,0.09847070485330185,0.0008341556370330735,20
Medium (30),30,15,1.7916890564885635,0.001548547706145739,0.10415547175571824,0.0007742738530728679,20
Medium (30),30,16,1.780895456285485,0.0015209599176538766,0.10955227185725747,0.0007604799588269406,20
Medium (30),30,17,1.7698260696410366,0.001508236885832353,0.11508696517948165,0.0007541184429161716,20
Medium (30),30,18,1.7594309694107229,0.0014521925633572846,0.12028451529463853,0.0007260962816786423,20
Medium (30),30,19,1.7487737098769571,0.0014075143696831017,0.12561314506152135,0.000703757184841554,20
Medium (30),30,20,1.738173809409648,0.001496075772743774,0.13091309529517586,0.0007480378863718844,20
Medium (30),30,21,1.7268927146115893,0.0015352272199944637,0.1365536426942053,0.0007676136099972314,20
Medium (30),30,22,1.7166198696128956,0.0016990574531747992,0.14169006519355218,0.0008495287265873992,20
Medium (30),30,23,1.705615337691306,0.001717283932073993,0.14719233115434707,0.0008586419660369936,20
Medium (30),30,24,1.694508175447374,0.0018428409618636685,0.1527459122763129,0.0009214204809318329,20
Medium (30),30,25,1.6831394447442165,0.001967722454003282,0.15843027762789177,0.0009838612270016412,20
Medium (30),30,26,1.672713260609255,0.0020744891574173657,0.16364336969537246,0.0010372445787086833,20
Medium (30),30,27,1.6618280599462458,0.001883636397605403,0.16908597002687706,0.0009418181988027002,20
Medium (30),30,28,1.6507743187129198,0.0019372892182102403,0.17461284064354005,0.0009686446091051192,20
Medium (30),30,29,1.640356025038637,0.002032258277567948,0.1798219874806814,0.001016129138783972,20
Medium (30),30,30,1.6304887770120993,0.0021519476934433995,0.1847556114939503,0.0010759738467216993,20
Medium (30),30,31,1.6205487037094009,0.002139478387736726,0.1897256481452994,0.0010697391938683629,20
Medium (30),30,32,1.610843941471258,0.0020777478767935497,0.19457802926437098,0.0010388739383967746,20
Medium (30),30,33,1.6005796420618328,0.0021353685055840368,0.19971017896908352,0.001067684252792025,20
Medium (30),30,34,1.5909563169577052,0.0021060751050451377,0.20452184152114733,0.0010530375525225747,20
Medium (30),30,35,1.5808011769311383,0.002199614619040831,0.2095994115344308,0.001099807309520414,20
Medium (30),30,36,1.5708942397369363,0.0022477274661499864,0.21455288013153181,0.001123863733074993,20
Medium (30),30,37,1.5603230510120043,0.002273017874478872,0.21983847449399777,0.0011365089372394374,20
Medium (30),30,38,1.5505411423065203,0.0022492566826515367,0.2247294288467398,0.001124628341325764,20
Medium (30),30,39,1.540732629165865,0.002376616230465929,0.22963368541706738,0.0011883081152329633,20
Medium (30),30,40,1.5307656007522303,0.002267921063838853,0.23461719962388475,0.001133960531919428,20
Medium (30),30,41,1.5206687898941027,0.002479110999209912,0.2396656050529486,0.0012395554996049588,20
Medium (30),30,42,1.5114550103353193,0.0025570932758372422,0.2442724948323404,0.001278546637918619,20
Medium (30),30,43,1.5011154112457505,0.002590967456162583,0.24944229437712467,0.0012954837280812928,20
Medium (30),30,44,1.4918200600330245,0.002468227168779888,0.25408996998348776,0.0012341135843899468,20
Medium (30),30,45,1.4832018740462989,0.0025466978152014507,0.25839906297685056,0.001273348907600726,20
Medium (30),30,46,1.473336530870785,0.0025596899790003118,0.2633317345646074,0.001279844989500153,20
Medium (30),30,47,1.4638973741082344,0.0026002966797167818,0.26805131294588275,0.0013001483398583922,20
Medium (30),30,48,1.4548988171440302,0.0026315637991261736,0.27255059142798477,0.0013157818995630838,20
Medium (30),30,49,1.446350775178697,0.002746836137609229,0.2768246124106514,0.0013734180688046139,20
Medium (30),30,50,1.4374450313783596,0.0027064002322109903,0.2812774843108202,0.0013532001161054952,20
Medium (30),30,51,1.4282218468001289,0.0027940893258005407,0.2858890765999355,0.001397044662900276,20
Medium (30),30,52,1.4191453685194777,0.002814010771588098,0.29042731574026115,0.0014070053857940493,20
Medium (30),30,53,1.4101408599214005,0.002704993567143926,0.2949295700392997,0.00135249678357196,20
Medium (30),30,54,1.4006338065702977,0.0026647698203430496,0.29968309671485116,0.001332384910171524,20
Medium (30),30,55,1.391919674774575,0.002653533738581473,0.3040401626127124,0.001326766869290735,20
Medium (30),30,56,1.3829174571427887,0.002685562072319724,0.30854127142860566,0.0013427810361598626,20
Medium (30),30,57,1.37408916980149,0.0026653885498628222,0.31295541509925495,0.0013326942749314079,20
Medium (30),30,58,1.3652215909491017,0.0026191767320536737,0.31738920452544905,0.0013095883660268388,20
Medium (30),30,59,1.3563950612792925,0.002619752521936292,0.32180246936035367,0.0013098762609681431,20
Medium (30),30,60,1.347578809737438,0.0026566451932862755,0.326210595131281,0.0013283225966431334,20
Medium (30),30,61,1.3389742253887142,0.0026455815421441045,0.3305128873056428,0.0013227907710720507,20
Medium (30),30,62,1.3302679781088407,0.0026525190328005495,0.33486601094557966,0.0013262595164002765,20
Medium (30),30,63,1.3220127563649628,0.0026391245953949123,0.3389936218175186,0.0013195622976974583,20
Medium (30),30,64,1.3138532285016333,0.002636869605707506,0.34307338574918333,0.0013184348028537553,20
Medium (30),30,65,1.3051721547600181,0.002770431970581483,0.347413922619991,0.0013852159852907452,20
Medium (30),30,66,1.2966266163428128,0.0027835942454427767,0.3516866918285935,0.001391797122721393,20
Medium (30),30,67,1.2884262855484725,0.002820282739052539,0.35578685722576375,0.0014101413695262754,20
Medium (30),30,68,1.2807241367539237,0.0028251420683773625,0.3596379316230381,0.0014125710341886847,20
Medium (30),30,69,1.272787840746534,0.0027254754163552005,0.36360607962673297,0.0013627377081775987,20
Medium (30),30,70,1.2645310751077181,0.0027297321744808828,0.3677344624461409,0.0013648660872404438,20
Medium (30),30,71,1.2564413212183494,0.0028045074959215906,0.3717793393908252,0.0014022537479607923,20
Medium (30),30,72,1.2481020964010616,0.0029250307658630595,0.3759489517994691,0.0014625153829315256,20
Medium (30),30,73,1.2401616502930184,0.002821461294421037,0.3799191748534908,0.001410730647210516,20
Medium (30),30,74,1.2322935045235082,0.0028085251653420977,0.3838532477382458,0.0014042625826710454,20
Medium (30),30,75,1.2245826563478985,0.0028632369201382034,0.3877086718260507,0.0014316184600691082,20
Medium (30),30,76,1.2174369661796378,0.002773644425608172,0.39128151691018104,0.0013868222128040869,20
Medium (30),30,77,1.210041329681821,0.002740554248181624,0.39497933515908945,0.0013702771240908106,20
Medium (30),30,78,1.202257036096198,0.0027416596754768863,0.39887148195190103,0.0013708298377384418,20
Medium (30),30,79,1.1941053755208704,0.002762893173034096,0.40294731223956487,0.001381446586517049,20
Medium (30),30,80,1.1864970750835104,0.002728106633601365,0.40675146245824473,0.0013640533168006793,20
Medium (30),30,81,1.1789051762447254,0.0027699699980610138,0.4105474118776374,0.0013849849990305084,20
Medium (30),30,82,1.171839006636827,0.0027644289657934172,0.4140804966815865,0.001382214482896705,20
Medium (30),30,83,1.1646567106210068,0.0028096827005008596,0.41767164468949664,0.0014048413502504313,20
Medium (30),30,84,1.1579387573504953,0.0028611424185421837,0.4210306213247524,0.0014305712092710905,20
Medium (30),30,85,1.150618073632081,0.002821643152420963,0.42469096318395944,0.001410821576210479,20
Medium (30),30,86,1.1433506296481188,0.0027794112711938736,0.4283246851759405,0.0013897056355969381,20
