cell_id,step,x,y,replicate
40,27,40,27,0
41,27,29,181,0
42,27,100,100,0
43,27,69,166,0
44,27,100,101,0
45,27,47,150,0
46,27,39,87,0
47,27,87,191,0
48,27,47,71,0
49,27,59,157,0
0,28,180,167,0
1,28,94,67,0
2,28,130,65,0
3,28,175,83,0
4,28,192,54,0
5,28,165,63,0
6,28,111,117,0
7,28,184,184,0
8,28,168,129,0
9,28,57,26,0
10,28,138,27,0
11,28,65,183,0
12,28,133,179,0
13,28,80,92,0
14,28,64,161,0
15,28,152,189,0
16,28,33,168,0
17,28,147,142,0
18,28,99,101,0
19,28,142,126,0
20,28,12,181,0
21,28,8,174,0
22,28,30,109,0
23,28,186,180,0
24,28,33,173,0
25,28,138,57,0
26,28,77,113,0
27,28,189,25,0
28,28,61,152,0
29,28,122,67,0
30,28,133,135,0
31,28,37,46,0
32,28,192,179,0
33,28,138,166,0
34,28,127,115,0
35,28,93,16,0
36,28,151,193,0
37,28,141,22,0
38,28,39,140,0
39,28,65,108,0
40,28,40,27,0
41,28,29,181,0
42,28,100,100,0
43,28,69,166,0
44,28,100,99,0
45,28,47,150,0
46,28,39,87,0
47,28,87,191,0
48,28,47,71,0
49,28,59,157,0
0,29,180,167,0
1,29,94,67,0
2,29,130,65,0
3,29,175,83,0
4,29,192,54,0
5,29,165,63,0
6,29,111,117,0
7,29,184,184,0
8,29,168,129,0
9,29,57,26,0
10,29,138,27,0
11,29,65,183,0
12,29,133,179,0
13,29,80,92,0
14,29,64,161,0
15,29,152,189,0
16,29,33,168,0
17,29,147,142,0
18,29,101,99,0
19,29,142,126,0
20,29,12,181,0
21,29,8,174,0
22,29,30,109,0
23,29,186,180,0
24,29,33,173,0
25,29,138,57,0
26,29,77,113,0
27,29,189,25,0
28,29,61,152,0
29,29,122,67,0
30,29,133,135,0
31,29,37,46,0
32,29,192,179,0
33,29,138,166,0
34,29,127,115,0
35,29,93,16,0
36,29,151,193,0
37,29,141,22,0
38,29,39,140,0
39,29,65,108,0
40,29,40,27,0
41,29,29,181,0
42,29,100,100,0
43,29,69,166,0
44,29,100,101,0
45,29,47,150,0
46,29,39,87,0
47,29,87,191,0
48,29,47,71,0
49,29,59,157,0
0,30,180,167,0
1,30,94,67,0
2,30,130,65,0
3,30,175,83,0
4,30,192,54,0
5,30,165,63,0
6,30,111,117,0
7,30,184,184,0
8,30,168,129,0
9,30,57,26,0
10,30,138,27,0
11,30,65,183,0
12,30,133,179,0
13,30,80,92,0
14,30,64,161,0
15,30,152,189,0
16,30,33,168,0
17,30,147,142,0
18,30,99,101,0
19,30,142,126,0
20,30,12,181,0
21,30,8,174,0
22,30,30,109,0
23,30,186,180,0
24,30,33,173,0
25,30,138,57,0
26,30,77,113,0
27,30,189,25,0
28,30,61,152,0
29,30,122,67,0
30,30,133,135,0
31,30,37,46,0
32,30,192,179,0
33,30,138,166,0
34,30,127,115,0
35,30,93,16,0
36,30,151,193,0
37,30,141,22,0
38,30,39,140,0
39,30,65,108,0
40,30,40,27,0
41,30,29,181,0
42,30,100,100,0
43,30,69,166,0
44,30,100,99,0
45,30,47,150,0
46,30,39,87,0
47,30,87,191,0
48,30,47,71,0
49,30,59,157,0
0,31,180,167,0
1,31,94,67,0
2,31,130,65,0
3,31,175,83,0
4,31,192,54,0
5,31,165,63,0
6,31,111,117,0
7,31,184,184,0
8,31,168,129,0
9,31,57,26,0
10,31,138,27,0
11,31,65,183,0
12,31,133,179,0
13,31,80,92,0
14,31,64,161,0
15,31,152,189,0
16,31,33,168,0
17,31,147,142,0
18,31,101,99,0
19,31,142,126,0
20,31,12,181,0
21,31,8,174,0
22,31,30,109,0
23,31,186,180,0
24,31,33,173,0
25,31,138,57,0
26,31,77,113,0
27,31,189,25,0
28,31,61,152,0
29,31,122,67,0
30,31,133,135,0
31,31,37,46,0
32,31,192,179,0
33,31,138,166,0
34,31,127,115,0
35,31,93,16,0
36,31,151,193,0
37,31,141,22,0
38,31,39,140,0
39,31,65,108,0
40,31,40,27,0
41,31,29,181,0
42,31,100,100,0
43,31,69,166,0
44,31,100,101,0
45,31,47,150,0
46,31,39,87,0
47,31,87,191,0
48,31,47,71,0
49,31,59,157,0
0,32,180,167,0
1,32,94,67,0
2,32,130,65,0
3,32,175,83,0
4,32,192,54,0
5,32,165,63,0
6,32,111,117,0
7,32,184,184,0
8,32,168,129,0
9,32,57,26,0
10,32,138,27,0
11,32,65,183,0
12,32,133,179,0
13,32,80,92,0
14,32,64,161,0
15,32,152,189,0
16,32,33,168,0
17,32,147,142,0
18,32,99,101,0
19,32,142,126,0
20,32,12,181,0
21,32,8,174,0
22,32,30,109,0
23,32,186,180,0
24,32,33,173,0
25,32,138,57,0
26,32,77,113,0
27,32,189,25,0
28,32,61,152,0
29,32,122,67,0
30,32,133,135,0
31,32,37,46,0
32,32,192,179,0
33,32,138,166,0
34,32,127,115,0
35,32,93,16,0
36,32,151,193,0
37,32,141,22,0
38,32,39,140,0
39,32,65,108,0
40,32,40,27,0
41,32,29,181,0
42,32,100,100,0
43,32,69,166,0
44,32,100,99,0
45,32,47,150,0
46,32,39,87,0
47,32,87,191,0
48,32,47,71,0
49,32,59,157,0
0,33,180,167,0
1,33,94,67,0
2,33,130,65,0
3,33,175,83,0
4,33,192,54,0
5,33,165,63,0
6,33,111,117,0
7,33,184,184,0
8,33,168,129,0
9,33,57,26,0
10,33,138,27,0
11,33,65,183,0
12,33,133,179,0
13,33,80,92,0
14,33,64,161,0
15,33,152,189,0
16,33,33,168,0
17,33,147,142,0
18,33,101,99,0
19,33,142,126,0
20,33,12,181,0
21,33,8,174,0
22,33,30,109,0
23,33,186,180,0
24,33,33,173,0
25,33,138,57,0
26,33,77,113,0
27,33,189,25,0
28,33,61,152,0
29,33,122,67,0
30,33,133,135,0
31,33,37,46,0
32,33,192,179,0
33,33,138,166,0
34,33,127,115,0
35,33,93,16,0
36,33,151,193,0
37,33,141,22,0
38,33,39,140,0
39,33,65,108,0
40,33,40,27,0
41,33,29,181,0
42,33,100,100,0
43,33,69,166,0
44,33,100,101,0
45,33,47,150,0
46,33,39,87,0
47,33,87,191,0
48,33,47,71,0
49,33,59,157,0
0,34,180,167,0
1,34,94,67,0
2,34,130,65,0
3,34,175,83,0
4,34,192,54,0
5,34,165,63,0
6,34,111,117,0
7,34,184,184,0
8,34,168,129,0
9,34,57,26,0
10,34,138,27,0
11,34,65,183,0
12,34,133,179,0
13,34,80,92,0
14,34,64,161,0
15,34,152,189,0
16,34,33,168,0
17,34,147,142,0
18,34,99,101,0
19,34,142,126,0
20,34,12,181,0
21,34,8,174,0
22,34,30,109,0
23,34,186,180,0
24,34,33,173,0
25,34,138,57,0
26,34,77,113,0
27,34,189,25,0
28,34,61,152,0
29,34,122,67,0
30,34,133,135,0
31,34,37,46,0
32,34,192,179,0
33,34,138,166,0
34,34,127,115,0
35,34,93,16,0
36,34,151,193,0
37,34,141,22,0
38,34,39,140,0
39,34,65,108,0
40,34,40,27,0
41,34,29,181,0
42,34,100,100,0
43,34,69,166,0
44,34,100,99,0
45,34,47,150,0
46,34,39,87,0
47,34,87,191,0
48,34,47,71,0
49,34,59,157,0
0,35,180,167,0
1,35,94,67,0
2,35,130,65,0
3,35,175,83,0
4,35,192,54,0
5,35,165,63,0
6,35,111,117,0
7,35,184,184,0
8,35,168,129,0
9,35,57,26,0
10,35,138,27,0
11,35,65,183,0
12,35,133,179,0
13,35,80,92,0
14,35,64,161,0
15,35,152,189,0
16,35,33,168,0
17,35,147,142,0
18,35,101,99,0
19,35,142,126,0
20,35,12,181,0
21,35,8,174,0
22,35,30,109,0
23,35,186,180,0
24,35,33,173,0
25,35,138,57,0
26,35,77,113,0
27,35,189,25,0
28,35,61,152,0
29,35,122,67,0
30,35,133,135,0
31,35,37,46,0
32,35,192,179,0
33,35,138,166,0
34,35,127,115,0
35,35,93,16,0
36,35,151,193,0
37,35,141,22,0
38,35,39,140,0
39,35,65,108,0
40,35,40,27,0
41,35,29,181,0
42,35,100,100,0
43,35,69,166,0
44,35,100,101,0
45,35,47,150,0
46,35,39,87,0
47,35,87,191,0
48,35,47,71,0
49,35,59,157,0
0,36,180,167,0
1,36,94,67,0
2,36,130,65,0
3,36,175,83,0
4,36,192,54,0
5,36,165,63,0
6,36,111,117,0
7,36,184,184,0
8,36,168,129,0
9,36,57,26,0
10,36,138,27,0
11,36,65,183,0
12,36,133,179,0
13,36,80,92,0
14,36,64,161,0
15,36,152,189,0
16,36,33,168,0
17,36,147,142,0
18,36,99,101,0
19,36,142,126,0
20,36,12,181,0
21,36,8,174,0
22,36,30,109,0
23,36,186,180,0
24,36,33,173,0
25,36,138,57,0
26,36,77,113,0
27,36,189,25,0
28,36,61,152,0
29,36,122,67,0
30,36,133,135,0
31,36,37,46,0
32,36,192,179,0
33,36,138,166,0
34,36,127,115,0
35,36,93,16,0
36,36,151,193,0
37,36,141,22,0
38,36,39,140,0
39,36,65,108,0
40,36,40,27,0
41,36,29,181,0
42,36,100,100,0
43,36,69,166,0
44,36,100,99,0
45,36,47,150,0
46,36,39,87,0
47,36,87,191,0
48,36,47,71,0
49,36,59,157,0
0,37,180,167,0
1,37,94,67,0
2,37,130,65,0
3,37,175,83,0
4,37,192,54,0
5,37,165,63,0
6,37,111,117,0
7,37,184,184,0
8,37,168,129,0
9,37,57,26,0
10,37,138,27,0
11,37,65,183,0
12,37,133,179,0
13,37,80,92,0
14,37,64,161,0
15,37,152,189,0
16,37,33,168,0
17,37,147,142,0
18,37,101,99,0
19,37,142,126,0
20,37,12,181,0
21,37,8,174,0
22,37,30,109,0
23,37,186,180,0
24,37,33,173,0
25,37,138,57,0
26,37,77,113,0
27,37,189,25,0
28,37,61,152,0
29,37,122,67,0
30,37,133,135,0
31,37,37,46,0
32,37,192,179,0
33,37,138,166,0
34,37,127,115,0
35,37,93,16,0
36,37,151,193,0
37,37,141,22,0
38,37,39,140,0
39,37,65,108,0
40,37,40,27,0
41,37,29,181,0
42,37,100,100,0
43,37,69,166,0
44,37,100,101,0
45,37,47,150,0
46,37,39,87,0
47,37,87,191,0
48,37,47,71,0
49,37,59,157,0
0,38,180,167,0
1,38,94,67,0
2,38,130,65,0
3,38,175,83,0
4,38,192,54,0
5,38,165,63,0
6,38,111,117,0
7,38,184,184,0
8,38,168,129,0
9,38,57,26,0
10,38,138,27,0
11,38,65,183,0
12,38,133,179,0
13,38,80,92,0
14,38,64,161,0
15,38,152,189,0
16,38,33,168,0
17,38,147,142,0
18,38,99,101,0
19,38,142,126,0
20,38,12,181,0
21,38,8,174,0
22,38,30,109,0
23,38,186,180,0
24,38,33,173,0
25,38,138,57,0
26,38,77,113,0
27,38,189,25,0
28,38,61,152,0
29,38,122,67,0
30,38,133,135,0
31,38,37,46,0
32,38,192,179,0
33,38,138,166,0
34,38,127,115,0
35,38,93,16,0
36,38,151,193,0
37,38,141,22,0
38,38,39,140,0
39,38,65,108,0
40,38,40,27,0
41,38,29,181,0
42,38,100,100,0
43,38,69,166,0
44,38,100,99,0
45,38,47,150,0
46,38,39,87,0
47,38,87,191,0
48,38,47,71,0
49,38,59,157,0
0,39,180,167,0
1,39,94,67,0
2,39,130,65,0
3,39,175,83,0
4,39,192,54,0
5,39,165,63,0
6,39,111,117,0
7,39,184,184,0
8,39,168,129,0
9,39,57,26,0
10,39,138,27,0
11,39,65,183,0
12,39,133,179,0
13,39,80,92,0
14,39,64,161,0
15,39,152,189,0
16,39,33,168,0
17,39,147,142,0
18,39,101,99,0
19,39,142,126,0
20,39,12,181,0
21,39,8,174,0
22,39,30,109,0
23,39,186,180,0
24,39,33,173,0
25,39,138,57,0
26,39,77,113,0
27,39,189,25,0
28,39,61,152,0
29,39,122,67,0
30,39,133,135,0
31,39,37,46,0
32,39,192,179,0
33,39,138,166,0
34,39,127,115,0
35,39,93,16,0
36,39,151,193,0
37,39,141,22,0
38,39,39,140,0
39,39,65,108,0
40,39,40,27,0
41,39,29,181,0
42,39,100,100,0
43,39,69,166,0
44,39,100,101,0
45,39,47,150,0
46,39,39,87,0
47,39,87,191,0
48,39,47,71,0
49,39,59,157,0
0,40,180,167,0
1,40,94,67,0
2,40,130,65,0
3,40,175,83,0
4,40,192,54,0
5,40,165,63,0
6,40,111,117,0
7,40,184,184,0
8,40,168,129,0
9,40,57,26,0
10,40,138,27,0
11,40,65,183,0
12,40,133,179,0
13,40,80,92,0
14,40,64,161,0
15,40,152,189,0
16,40,33,168,0
17,40,147,142,0
18,40,99,101,0
19,40,142,126,0
20,40,12,181,0
21,40,8,174,0
22,40,30,109,0
23,40,186,180,0
24,40,33,173,0
25,40,138,57,0
26,40,77,113,0
27,40,189,25,0
28,40,61,152,0
29,40,122,67,0
30,40,133,135,0
31,40,37,46,0
32,40,192,179,0
33,40,138,166,0
34,40,127,115,0
35,40,93,16,0
36,40,151,193,0
37,40,141,22,0
38,40,39,140,0
39,40,65,108,0
40,40,40,27,0
41,40,29,181,0
42,40,100,100,0
43,40,69,166,0
44,40,100,99,0
45,40,47,150,0
46,40,39,87,0
47,40,87,191,0
48,40,47,71,0
49,40,59,157,0
0,41,180,167,0
1,41,94,67,0
2,41,130,65,0
3,41,175,83,0
4,41,192,54,0
5,41,165,63,0
6,41,111,117,0
7,41,184,184,0
8,41,168,129,0
9,41,57,26,0
10,41,138,27,0
11,41,65,183,0
12,41,133,179,0
13,41,80,92,0
14,41,64,161,0
15,41,152,189,0
16,41,33,168,0
17,41,147,142,0
18,41,101,99,0
19,41,142,126,0
20,41,12,181,0
21,41,8,174,0
22,41,30,109,0
23,41,186,180,0
24,41,33,173,0
25,41,138,57,0
26,41,77,113,0
27,41,189,25,0
28,41,61,152,0
29,41,122,67,0
30,41,133,135,0
31,41,37,46,0
32,41,192,179,0
33,41,138,166,0
34,41,127,115,0
35,41,93,16,0
36,41,151,193,0
37,41,141,22,0
38,41,39,140,0
39,41,65,108,0
40,41,40,27,0
41,41,29,181,0
42,41,100,100,0
43,41,69,166,0
44,41,100,101,0
45,41,47,150,0
46,41,39,87,0
47,41,87,191,0
48,41,47,71,0
49,41,59,157,0
0,42,180,167,0
1,42,94,67,0
2,42,130,65,0
3,42,175,83,0
4,42,192,54,0
5,42,165,63,0
6,42,111,117,0
7,42,184,184,0
8,42,168,129,0
9,42,57,26,0
10,42,138,27,0
11,42,65,183,0
12,42,133,179,0
13,42,80,92,0
14,42,64,161,0
15,42,152,189,0
16,42,33,168,0
17,42,147,142,0
18,42,99,101,0
19,42,142,126,0
20,42,12,181,0
21,42,8,174,0
22,42,30,109,0
23,42,186,180,0
24,42,33,173,0
25,42,138,57,0
26,42,77,113,0
27,42,189,25,0
28,42,61,152,0
29,42,122,67,0
30,42,133,135,0
31,42,37,46,0
32,42,192,179,0
33,42,138,166,0
34,42,127,115,0
35,42,93,16,0
36,42,151,193,0
37,42,141,22,0
38,42,39,140,0
39,42,65,108,0
40,42,40,27,0
41,42,29,181,0
42,42,100,100,0
43,42,69,166,0
44,42,100,99,0
45,42,47,150,0
46,42,39,87,0
47,42,87,191,0
48,42,47,71,0
49,42,59,157,0
0,43,180,167,0
1,43,94,67,0
2,43,130,65,0
3,43,175,83,0
4,43,192,54,0
5,43,165,63,0
6,43,111,117,0
7,43,184,184,0
8,43,168,129,0
9,43,57,26,0
10,43,138,27,0
11,43,65,183,0
12,43,133,179,0
13,43,80,92,0
14,43,64,161,0
15,43,152,189,0
16,43,33,168,0
17,43,147,142,0
18,43,101,99,0
19,43,142,126,0
20,43,12,181,0
21,43,8,174,0
22,43,30,109,0
23,43,186,180,0
24,43,33,173,0
25,43,138,57,0
26,43,77,113,0
27,43,189,25,0
28,43,61,152,0
29,43,122,67,0
30,43,133,135,0
31,43,37,46,0
32,43,192,179,0
33,43,138,166,0
34,43,127,115,0
35,43,93,16,0
36,43,151,193,0
37,43,141,22,0
38,43,39,140,0
39,43,65,108,0
40,43,40,27,0
41,43,29,181,0
42,43,100,100,0
43,43,69,166,0
44,43,100,101,0
45,43,47,150,0
46,43,39,87,0
47,43,87,191,0
48,43,47,71,0
49,43,59,157,0
0,44,180,167,0
1,44,94,67,0
2,44,130,65,0
3,44,175,83,0
4,44,192,54,0
5,44,165,63,0
6,44,111,117,0
7,44,184,184,0
8,44,168,129,0
9,44,57,26,0
10,44,138,27,0
11,44,65,183,0
12,44,133,179,0
13,44,80,92,0
14,44,64,161,0
15,44,152,189,0
16,44,33,168,0
17,44,147,142,0
18,44,99,101,0
19,44,142,126,0
20,44,12,181,0
21,44,8,174,0
22,44,30,109,0
23,44,186,180,0
24,44,33,173,0
25,44,138,57,0
26,44,77,113,0
27,44,189,25,0
28,44,61,152,0
29,44,122,67,0
30,44,133,135,0
31,44,37,46,0
32,44,192,179,0
33,44,138,166,0
34,44,127,115,0
35,44,93,16,0
36,44,151,193,0
37,44,141,22,0
38,44,39,140,0
39,44,65,108,0
40,44,40,27,0
41,44,29,181,0
42,44,100,100,0
43,44,69,166,0
44,44,100,99,0
45,44,47,150,0
46,44,39,87,0
47,44,87,191,0
48,44,47,71,0
49,44,59,157,0
0,45,180,167,0
1,45,94,67,0
2,45,130,65,0
3,45,175,83,0
4,45,192,54,0
5,45,165,63,0
6,45,111,117,0
7,45,184,184,0
8,45,168,129,0
9,45,57,26,0
10,45,138,27,0
11,45,65,183,0
12,45,133,179,0
13,45,80,92,0
14,45,64,161,0
15,45,152,189,0
16,45,33,168,0
17,45,147,142,0
18,45,101,99,0
19,45,142,126,0
20,45,12,181,0
21,45,8,174,0
22,45,30,109,0
23,45,186,180,0
24,45,33,173,0
25,45,138,57,0
26,45,77,113,0
27,45,189,25,0
28,45,61,152,0
29,45,122,67,0
30,45,133,135,0
31,45,37,46,0
32,45,192,179,0
33,45,138,166,0
34,45,127,115,0
35,45,93,16,0
36,45,151,193,0
37,45,141,22,0
38,45,39,140,0
39,45,65,108,0
40,45,40,27,0
41,45,29,181,0
42,45,100,100,0
43,45,69,166,0
44,45,100,101,0
45,45,47,150,0
46,45,39,87,0
47,45,87,191,0
48,45,47,71,0
49,45,59,157,0
0,46,180,167,0
1,46,94,67,0
2,46,130,65,0
3,46,175,83,0
4,46,192,54,0
5,46,165,63,0
6,46,111,117,0
7,46,184,184,0
8,46,168,129,0
9,46,57,26,0
10,46,138,27,0
11,46,65,183,0
12,46,133,179,0
13,46,80,92,0
14,46,64,161,0
15,46,152,189,0
16,46,33,168,0
17,46,147,142,0
18,46,99,101,0
19,46,142,126,0
20,46,12,181,0
21,46,8,174,0
22,46,30,109,0
23,46,186,180,0
24,46,33,173,0
25,46,138,57,0
26,46,77,113,0
27,46,189,25,0
28,46,61,152,0
29,46,122,67,0
30,46,133,135,0
31,46,37,46,0
32,46,192,179,0
33,46,138,166,0
34,46,127,115,0
35,46,93,16,0
36,46,151,193,0
37,46,141,22,0
38,46,39,140,0
39,46,65,108,0
40,46,40,27,0
41,46,29,181,0
42,46,100,100,0
43,46,69,166,0
44,46,100,99,0
45,46,47,150,0
46,46,39,87,0
47,46,87,191,0
48,46,47,71,0
49,46,59,157,0
0,47,180,167,0
1,47,94,67,0
2,47,130,65,0
3,47,175,83,0
4,47,192,54,0
5,47,165,63,0
6,47,111,117,0
7,47,184,184,0
8,47,168,129,0
9,47,57,26,0
10,47,138,27,0
11,47,65,183,0
12,47,133,179,0
13,47,80,92,0
14,47,64,161,0
15,47,152,189,0
16,47,33,168,0
17,47,147,142,0
18,47,101,99,0
19,47,142,126,0
20,47,12,181,0
21,47,8,174,0
22,47,30,109,0
23,47,186,180,0
24,47,33,173,0
25,47,138,57,0
26,47,77,113,0
27,47,189,25,0
28,47,61,152,0
29,47,122,67,0
30,47,133,135,0
31,47,37,46,0
32,47,192,179,0
33,47,138,166,0
34,47,127,115,0
35,47,93,16,0
36,47,151,193,0
37,47,141,22,0
38,47,39,140,0
39,47,65,108,0
40,47,40,27,0
41,47,29,181,0
42,47,100,100,0
43,47,69,166,0
44,47,100,101,0
45,47,47,150,0
46,47,39,87,0
47,47,87,191,0
48,47,47,71,0
49,47,59,157,0
0,48,180,167,0
1,48,94,67,0
2,48,130,65,0
3,48,175,83,0
4,48,192,54,0
5,48,165,63,0
6,48,111,117,0
7,48,184,184,0
8,48,168,129,0
9,48,57,26,0
10,48,138,27,0
11,48,65,183,0
12,48,133,179,0
13,48,80,92,0
14,48,64,161,0
15,48,152,189,0
16,48,33,168,0
17,48,147,142,0
18,48,99,101,0
19,48,142,126,0
20,48,12,181,0
21,48,8,174,0
22,48,30,109,0
23,48,186,180,0
24,48,33,173,0
25,48,138,57,0
26,48,77,113,0
27,48,189,25,0
28,48,61,152,0
29,48,122,67,0
30,48,133,135,0
31,48,37,46,0
32,48,192,179,0
33,48,138,166,0
34,48,127,115,0
35,48,93,16,0
36,48,151,193,0
37,48,141,22,0
38,48,39,140,0
39,48,65,108,0
40,48,40,27,0
41,48,29,181,0
42,48,100,100,0
43,48,69,166,0
44,48,100,99,0
45,48,47,150,0
46,48,39,87,0
47,48,87,191,0
48,48,47,71,0
49,48,59,157,0
0,49,180,167,0
1,49,94,67,0
2,49,130,65,0
3,49,175,83,0
4,49,192,54,0
5,49,165,63,0
6,49,111,117,0
7,49,184,184,0
8,49,168,129,0
9,49,57,26,0
10,49,138,27,0
11,49,65,183,0
12,49,133,179,0
13,49,80,92,0
14,49,64,161,0
15,49,152,189,0
16,49,33,168,0
17,49,147,142,0
18,49,101,99,0
19,49,142,126,0
20,49,12,181,0
21,49,8,174,0
22,49,30,109,0
23,49,186,180,0
24,49,33,173,0
25,49,138,57,0
26,49,77,113,0
27,49,189,25,0
28,49,61,152,0
29,49,122,67,0
30,49,133,135,0
31,49,37,46,0
32,49,192,179,0
33,49,138,166,0
34,49,127,115,0
35,49,93,16,0
36,49,151,193,0
37,49,141,22,0
38,49,39,140,0
39,49,65,108,0
40,49,40,27,0
41,49,29,181,0
42,49,100,100,0
43,49,69,166,0
44,49,100,101,0
45,49,47,150,0
46,49,39,87,0
47,49,87,191,0
48,49,47,71,0
49,49,59,157,0
0,50,180,167,0
1,50,94,67,0
2,50,130,65,0
3,50,175,83,0
4,50,192,54,0
5,50,165,63,0
6,50,111,117,0
7,50,184,184,0
8,50,168,129,0
9,50,57,26,0
10,50,138,27,0
11,50,65,183,0
12,50,133,179,0
13,50,80,92,0
14,50,64,161,0
15,50,152,189,0
16,50,33,168,0
17,50,147,142,0
18,50,99,101,0
19,50,142,126,0
20,50,12,181,0
21,50,8,174,0
22,50,30,109,0
23,50,186,180,0
24,50,33,173,0
25,50,138,57,0
26,50,77,113,0
27,50,189,25,0
28,50,61,152,0
29,50,122,67,0
30,50,133,135,0
31,50,37,46,0
32,50,192,179,0
33,50,138,166,0
34,50,127,115,0
35,50,93,16,0
36,50,151,193,0
37,50,141,22,0
38,50,39,140,0
39,50,65,108,0
40,50,40,27,0
41,50,29,181,0
42,50,100,100,0
43,50,69,166,0
44,50,100,99,0
45,50,47,150,0
46,50,39,87,0
47,50,87,191,0
48,50,47,71,0
49,50,59,157,0
0,51,180,167,0
1,51,94,67,0
2,51,130,65,0
3,51,175,83,0
4,51,192,54,0
5,51,165,63,0
6,51,111,117,0
7,51,184,184,0
8,51,168,129,0
9,51,57,26,0
10,51,138,27,0
11,51,65,183,0
12,51,133,179,0
13,51,80,92,0
14,51,64,161,0
15,51,152,189,0
16,51,33,168,0
17,51,147,142,0
18,51,101,99,0
19,51,142,126,0
20,51,12,181,0
21,51,8,174,0
22,51,30,109,0
23,51,186,180,0
24,51,33,173,0
25,51,138,57,0
26,51,77,113,0
27,51,189,25,0
28,51,61,152,0
29,51,122,67,0
30,51,133,135,0
31,51,37,46,0
32,51,192,179,0
33,51,138,166,0
34,51,127,115,0
35,51,93,16,0
36,51,151,193,0
37,51,141,22,0
38,51,39,140,0
39,51,65,108,0
40,51,40,27,0
41,51,29,181,0
42,51,100,100,0
43,51,69,166,0
44,51,100,101,0
45,51,47,150,0
46,51,39,87,0
47,51,87,191,0
48,51,47,71,0
49,51,59,157,0
0,52,180,167,0
1,52,94,67,0
2,52,130,65,0
3,52,175,83,0
4,52,192,54,0
5,52,165,63,0
6,52,111,117,0
7,52,184,184,0
8,52,168,129,0
9,52,57,26,0
10,52,138,27,0
11,52,65,183,0
12,52,133,179,0
13,52,80,92,0
14,52,64,161,0
15,52,152,189,0
16,52,33,168,0
17,52,147,142,0
18,52,99,101,0
19,52,142,126,0
20,52,12,181,0
21,52,8,174,0
22,52,30,109,0
23,52,186,180,0
24,52,33,173,0
25,52,138,57,0
26,52,77,113,0
27,52,189,25,0
28,52,61,152,0
29,52,122,67,0
30,52,133,135,0
31,52,37,46,0
32,52,192,179,0
33,52,138,166,0
34,52,127,115,0
35,52,93,16,0
36,52,151,193,0
37,52,141,22,0
38,52,39,140,0
39,52,65,108,0
40,52,40,27,0
41,52,29,181,0
42,52,100,100,0
43,52,69,166,0
44,52,100,99,0
45,52,47,150,0
46,52,39,87,0
47,52,87,191,0
48,52,47,71,0
49,52,59,157,0
0,53,180,167,0
1,53,94,67,0
2,53,130,65,0
3,53,175,83,0
4,53,192,54,0
5,53,165,63,0
6,53,111,117,0
7,53,184,184,0
8,53,168,129,0
9,53,57,26,0
10,53,138,27,0
11,53,65,183,0
12,53,133,179,0
13,53,80,92,0
14,53,64,161,0
15,53,152,189,0
16,53,33,168,0
17,53,147,142,0
18,53,101,99,0
19,53,142,126,0
20,53,12,181,0
21,53,8,174,0
22,53,30,109,0
23,53,186,180,0
24,53,33,173,0
25,53,138,57,0
26,53,77,113,0
27,53,189,25,0
28,53,61,152,0
29,53,122,67,0
30,53,133,135,0
31,53,37,46,0
32,53,192,179,0
33,53,138,166,0
34,53,127,115,0
35,53,93,16,0
36,53,151,193,0
37,53,141,22,0
38,53,39,140,0
39,53,65,108,0
40,53,40,27,0
41,53,29,181,0
42,53,100,100,0
43,53,69,166,0
44,53,100,101,0
45,53,47,150,0
46,53,39,87,0
47,53,87,191,0
48,53,47,71,0
49,53,59,157,0
0,54,180,167,0
1,54,94,67,0
2,54,130,65,0
3,54,175,83,0
4,54,192,54,0
5,54,165,63,0
6,54,111,117,0
7,54,184,184,0
8,54,168,129,0
9,54,57,26,0
10,54,138,27,0
11,54,65,183,0
12,54,133,179,0
13,54,80,92,0
14,54,64,161,0
15,54,152,189,0
16,54,33,168,0
17,54,147,142,0
18,54,99,101,0
19,54,142,126,0
20,54,12,181,0
21,54,8,174,0
22,54,30,109,0
23,54,186,180,0
24,54,33,173,0
25,54,138,57,0
26,54,77,113,0
27,54,189,25,0
28,54,61,152,0
29,54,122,67,0
30,54,133,135,0
31,54,37,46,0
32,54,192,179,0
33,54,138,166,0
34,54,127,115,0
35,54,93,16,0
36,54,151,193,0
37,54,141,22,0
38,54,39,140,0
39,54,65,108,0
40,54,40,27,0
41,54,29,181,0
42,54,100,100,0
43,54,69,166,0
44,54,100,99,0
45,54,47,150,0
46,54,39,87,0
47,54,87,191,0
48,54,47,71,0
49,54,59,157,0
0,55,180,167,0
1,55,94,67,0
2,55,130,65,0
3,55,175,83,0
4,55,192,54,0
5,55,165,63,0
6,55,111,117,0
7,55,184,184,0
8,55,168,129,0
9,55,57,26,0
10,55,138,27,0
11,55,65,183,0
12,55,133,179,0
13,55,80,92,0
14,55,64,161,0
15,55,152,189,0
16,55,33,168,0
17,55,147,142,0
18,55,101,99,0
19,55,142,126,0
20,55,12,181,0
21,55,8,174,0
22,55,30,109,0
23,55,186,180,0
24,55,33,173,0
25,55,138,57,0
26,55,77,113,0
27,55,189,25,0
28,55,61,152,0
29,55,122,67,0
30,55,133,135,0
31,55,37,46,0
32,55,192,179,0
33,55,138,166,0
34,55,127,115,0
35,55,93,16,0
36,55,151,193,0
37,55,141,22,0
