dist_bin_center,replicate,viability_mean,abeta_mean,n_neurons
12.256517540566822,4,0.0,0.541932125,40
12.256517540566822,5,0.0,0.541932125,40
12.256517540566822,6,0.0,0.541932125,40
12.256517540566822,7,0.0,0.541932125,40
12.256517540566822,8,0.0,0.541932125,40
12.256517540566822,9,0.0,0.541932125,40
12.256517540566822,10,0.0,0.541932125,40
12.256517540566822,11,0.0,0.541932125,40
12.256517540566822,12,0.0,0.541932125,40
12.256517540566822,13,0.0,0.541932125,40
12.256517540566822,14,0.0,0.541932125,40
12.256517540566822,15,0.0,0.541932125,40
12.256517540566822,16,0.0,0.541932125,40
12.256517540566822,17,0.0,0.541932125,40
12.256517540566822,18,0.0,0.541932125,40
12.256517540566822,19,0.0,0.541932125,40
14.142135623730947,0,0.14306000000000002,0.286192675,40
14.142135623730947,1,0.15894999999999998,0.286192675,40
14.142135623730947,2,0.15283249999999998,0.286192675,40
14.142135623730947,3,0.1444625,0.286192675,40
14.142135623730947,4,0.1415575,0.286192675,40
14.142135623730947,5,0.1467925,0.286192675,40
14.142135623730947,6,0.13926500000000003,0.286192675,40
14.142135623730947,7,0.14219750000000003,0.286192675,40
14.142135623730947,8,0.1473075,0.286192675,40
14.142135623730947,9,0.1423225,0.286192675,40
14.142135623730947,10,0.13504,0.286192675,40
14.142135623730947,11,0.1397775,0.286192675,40
14.142135623730947,12,0.1381575,0.286192675,40
14.142135623730947,13,0.1498225,0.286192675,40
14.142135623730947,14,0.14686249999999998,0.286192675,40
14.142135623730947,15,0.1482175,0.286192675,40
14.142135623730947,16,0.15526250000000003,0.286192675,40
14.142135623730947,17,0.1450975,0.286192675,40
14.142135623730947,18,0.14156,0.286192675,40
14.142135623730947,19,0.140415,0.286192675,40
16.027753706895076,0,0.4197863636363637,0.15694013636363635,44
16.027753706895076,1,0.41690681818181813,0.15694013636363635,44
16.027753706895076,2,0.4011568181818181,0.15694013636363635,44
16.027753706895076,3,0.418125,0.15694013636363635,44
16.027753706895076,4,0.4298386363636364,0.15694013636363635,44
16.027753706895076,5,0.4219659090909092,0.15694013636363635,44
16.027753706895076,6,0.40946818181818173,0.15694013636363635,44
16.027753706895076,7,0.4127681818181818,0.15694013636363635,44
16.027753706895076,8,0.41092045454545456,0.15694013636363635,44
16.027753706895076,9,0.4063136363636364,0.15694013636363635,44
16.027753706895076,10,0.4042204545454545,0.15694013636363635,44
16.027753706895076,11,0.4161954545454545,0.15694013636363635,44
16.027753706895076,12,0.41400909090909094,0.15694013636363635,44
16.027753706895076,13,0.4193795454545455,0.15694013636363635,44
16.027753706895076,14,0.42047045454545456,0.15694013636363635,44
16.027753706895076,15,0.4044727272727273,0.15694013636363635,44
16.027753706895076,16,0.41857500000000003,0.15694013636363635,44
16.027753706895076,17,0.4149159090909091,0.15694013636363635,44
16.027753706895076,18,0.4096409090909091,0.15694013636363635,44
16.027753706895076,19,0.399,0.15694013636363635,44
17.9133717900592,0,0.5616785714285715,0.083110875,56
17.9133717900592,1,0.5695875,0.083110875,56
17.9133717900592,2,0.5630160714285715,0.083110875,56
17.9133717900592,3,0.5654410714285714,0.083110875,56
17.9133717900592,4,0.5706857142857144,0.083110875,56
17.9133717900592,5,0.5700357142857143,0.083110875,56
17.9133717900592,6,0.5671732142857142,0.083110875,56
17.9133717900592,7,0.5726821428571428,0.083110875,56
17.9133717900592,8,0.5677107142857143,0.083110875,56
17.9133717900592,9,0.5703517857142858,0.083110875,56
17.9133717900592,10,0.5705285714285714,0.083110875,56
17.9133717900592,11,0.5736553571428571,0.083110875,56
17.9133717900592,12,0.5606285714285714,0.083110875,56
17.9133717900592,13,0.5549375,0.083110875,56
17.9133717900592,14,0.5754785714285714,0.083110875,56
17.9133717900592,15,0.5622017857142857,0.083110875,56
17.9133717900592,16,0.5650946428571428,0.083110875,56
17.9133717900592,17,0.5560714285714285,0.083110875,56
17.9133717900592,18,0.5795035714285713,0.083110875,56
17.9133717900592,19,0.5768410714285714,0.083110875,56
19.798989873223327,0,0.6493984375,0.04139395312500001,64
19.798989873223327,1,0.6568218749999999,0.04139395312500001,64
19.798989873223327,2,0.6544703125,0.04139395312500001,64
19.798989873223327,3,0.648621875,0.04139395312500001,64
19.798989873223327,4,0.6535046875,0.04139395312500001,64
19.798989873223327,5,0.6503546874999999,0.04139395312500001,64
19.798989873223327,6,0.659171875,0.04139395312500001,64
19.798989873223327,7,0.6572203125,0.04139395312500001,64
19.798989873223327,8,0.6548765624999999,0.04139395312500001,64
19.798989873223327,9,0.65519375,0.04139395312500001,64
19.798989873223327,10,0.6575203125,0.04139395312500001,64
19.798989873223327,11,0.6571609375,0.04139395312500001,64
19.798989873223327,12,0.6457625,0.04139395312500001,64
19.798989873223327,13,0.6514671875,0.04139395312500001,64
19.798989873223327,14,0.6615390624999999,0.04139395312500001,64
19.798989873223327,15,0.6538890625,0.04139395312500001,64
19.798989873223327,16,0.6510140625,0.04139395312500001,64
19.798989873223327,17,0.638859375,0.04139395312500001,64
19.798989873223327,18,0.657025,0.04139395312500001,64
19.798989873223327,19,0.6610859375,0.04139395312500001,64
21.684607956387453,0,0.7049683333333333,0.0211249,60
21.684607956387453,1,0.7012183333333334,0.0211249,60
21.684607956387453,2,0.6935433333333335,0.0211249,60
21.684607956387453,3,0.7088099999999999,0.0211249,60
21.684607956387453,4,0.7010733333333332,0.0211249,60
21.684607956387453,5,0.6974466666666667,0.0211249,60
21.684607956387453,6,0.6919633333333334,0.0211249,60
21.684607956387453,7,0.688975,0.0211249,60
21.684607956387453,8,0.697485,0.0211249,60
21.684607956387453,9,0.6975116666666666,0.0211249,60
21.684607956387453,10,0.6975550000000001,0.0211249,60
21.684607956387453,11,0.6988050000000002,0.0211249,60
21.684607956387453,12,0.6967899999999999,0.0211249,60
21.684607956387453,13,0.692455,0.0211249,60
21.684607956387453,14,0.6891750000000001,0.0211249,60
21.684607956387453,15,0.6949866666666668,0.0211249,60
21.684607956387453,16,0.6896516666666667,0.0211249,60
21.684607956387453,17,0.7001750000000002,0.0211249,60
21.684607956387453,18,0.6958316666666665,0.0211249,60
21.684607956387453,19,0.7015049999999999,0.0211249,60
23.57022603955158,0,0.71926125,0.0114585625,80
23.57022603955158,1,0.7250375,0.0114585625,80
23.57022603955158,2,0.71375875,0.0114585625,80
23.57022603955158,3,0.72548375,0.0114585625,80
23.57022603955158,4,0.72542375,0.0114585625,80
23.57022603955158,5,0.71731,0.0114585625,80
23.57022603955158,6,0.7189675,0.0114585625,80
23.57022603955158,7,0.71707125,0.0114585625,80
23.57022603955158,8,0.7149875,0.0114585625,80
23.57022603955158,9,0.71754,0.0114585625,80
23.57022603955158,10,0.71770625,0.0114585625,80
23.57022603955158,11,0.7218924999999999,0.0114585625,80
23.57022603955158,12,0.7239375000000001,0.0114585625,80
23.57022603955158,13,0.716305,0.0114585625,80
23.57022603955158,14,0.7145275,0.0114585625,80
23.57022603955158,15,0.72652,0.0114585625,80
23.57022603955158,16,0.70835,0.0114585625,80
23.57022603955158,17,0.71871375,0.0114585625,80
23.57022603955158,18,0.7136512500000001,0.0114585625,80
23.57022603955158,19,0.72008,0.0114585625,80
25.455844122715707,0,0.7304076923076923,0.0063989999999999984,52
25.455844122715707,1,0.7192692307692308,0.0063989999999999984,52
25.455844122715707,2,0.7202692307692308,0.0063989999999999984,52
25.455844122715707,3,0.7328211538461537,0.0063989999999999984,52
25.455844122715707,4,0.7180884615384616,0.0063989999999999984,52
25.455844122715707,5,0.7227019230769233,0.0063989999999999984,52
25.455844122715707,6,0.7338173076923078,0.0063989999999999984,52
25.455844122715707,7,0.7398903846153846,0.0063989999999999984,52
25.455844122715707,8,0.7349846153846152,0.0063989999999999984,52
25.455844122715707,9,0.7263076923076922,0.0063989999999999984,52
25.455844122715707,10,0.7323230769230769,0.0063989999999999984,52
25.455844122715707,11,0.7219057692307693,0.0063989999999999984,52
25.455844122715707,12,0.730030769230769,0.0063989999999999984,52
25.455844122715707,13,0.7266249999999999,0.0063989999999999984,52
25.455844122715707,14,0.7311846153846152,0.0063989999999999984,52
25.455844122715707,15,0.7224346153846154,0.0063989999999999984,52
25.455844122715707,16,0.7254807692307692,0.0063989999999999984,52
25.455844122715707,17,0.7228980769230767,0.0063989999999999984,52
25.455844122715707,18,0.7279365384615384,0.0063989999999999984,52
25.455844122715707,19,0.7343442307692307,0.0063989999999999984,52
27.341462205879836,0,0.745025,0.0031309375,32
27.341462205879836,1,0.739571875,0.0031309375,32
27.341462205879836,2,0.740509375,0.0031309375,32
27.341462205879836,3,0.7445937499999999,0.0031309375,32
27.341462205879836,4,0.72518125,0.0031309375,32
27.341462205879836,5,0.7426999999999999,0.0031309375,32
27.341462205879836,6,0.7279718749999999,0.0031309375,32
27.341462205879836,7,0.7406062499999999,0.0031309375,32
27.341462205879836,8,0.737359375,0.0031309375,32
27.341462205879836,9,0.7134812500000001,0.0031309375,32
27.341462205879836,10,0.741203125,0.0031309375,32
27.341462205879836,11,0.7239499999999999,0.0031309375,32
27.341462205879836,12,0.7325375,0.0031309375,32
27.341462205879836,13,0.734984375,0.0031309375,32
27.341462205879836,14,0.7402500000000001,0.0031309375,32
27.341462205879836,15,0.7452624999999999,0.0031309375,32
27.341462205879836,16,0.715096875,0.0031309375,32
27.341462205879836,17,0.729853125,0.0031309375,32
27.341462205879836,18,0.749709375,0.0031309375,32
27.341462205879836,19,0.7455375,0.0031309375,32
29.22708028904396,0,0.7305305555555556,0.0013850833333333334,36
29.22708028904396,1,0.7352027777777779,0.0013850833333333334,36
29.22708028904396,2,0.7528944444444445,0.0013850833333333334,36
29.22708028904396,3,0.7439333333333334,0.0013850833333333334,36
29.22708028904396,4,0.7385361111111111,0.0013850833333333334,36
29.22708028904396,5,0.7529944444444443,0.0013850833333333334,36
29.22708028904396,6,0.7478305555555556,0.0013850833333333334,36
29.22708028904396,7,0.7470972222222223,0.0013850833333333334,36
29.22708028904396,8,0.7432027777777778,0.0013850833333333334,36
29.22708028904396,9,0.7569611111111111,0.0013850833333333334,36
29.22708028904396,10,0.7268472222222223,0.0013850833333333334,36
29.22708028904396,11,0.7293944444444446,0.0013850833333333334,36
29.22708028904396,12,0.7332250000000001,0.0013850833333333334,36
29.22708028904396,13,0.7558333333333334,0.0013850833333333334,36
29.22708028904396,14,0.7145111111111112,0.0013850833333333334,36
29.22708028904396,15,0.7318222222222222,0.0013850833333333334,36
29.22708028904396,16,0.7311055555555556,0.0013850833333333334,36
29.22708028904396,17,0.7214666666666666,0.0013850833333333334,36
29.22708028904396,18,0.7367694444444444,0.0013850833333333334,36
29.22708028904396,19,0.7526222222222222,0.0013850833333333334,36
31.112698372208087,0,0.7472416666666667,0.0006305,12
31.112698372208087,1,0.7291166666666666,0.0006305,12
31.112698372208087,2,0.72785,0.0006305,12
31.112698372208087,3,0.72535,0.0006305,12
31.112698372208087,4,0.7316416666666666,0.0006305,12
31.112698372208087,5,0.7367166666666666,0.0006305,12
31.112698372208087,6,0.7535666666666666,0.0006305,12
31.112698372208087,7,0.7237833333333334,0.0006305,12
31.112698372208087,8,0.714325,0.0006305,12
31.112698372208087,9,0.7052416666666667,0.0006305,12
31.112698372208087,10,0.7524000000000001,0.0006305,12
31.112698372208087,11,0.7362166666666669,0.0006305,12
31.112698372208087,12,0.7317,0.0006305,12
31.112698372208087,13,0.7732083333333333,0.0006305,12
31.112698372208087,14,0.72205,0.0006305,12
31.112698372208087,15,0.7117833333333333,0.0006305,12
31.112698372208087,16,0.7418666666666667,0.0006305,12
31.112698372208087,17,0.7227583333333333,0.0006305,12
31.112698372208087,18,0.7307666666666668,0.0006305,12
31.112698372208087,19,0.7198416666666668,0.0006305,12
32.99831645537222,0,0.7524166666666666,0.0003784166666666666,12
32.99831645537222,1,0.7531583333333334,0.0003784166666666666,12
32.99831645537222,2,0.7321583333333335,0.0003784166666666666,12
32.99831645537222,3,0.7259416666666666,0.0003784166666666666,12
32.99831645537222,4,0.7449166666666667,0.0003784166666666666,12
32.99831645537222,5,0.7518499999999998,0.0003784166666666666,12
32.99831645537222,6,0.7377333333333334,0.0003784166666666666,12
32.99831645537222,7,0.7672,0.0003784166666666666,12
32.99831645537222,8,0.7415833333333333,0.0003784166666666666,12
32.99831645537222,9,0.7286,0.0003784166666666666,12
32.99831645537222,10,0.7582916666666666,0.0003784166666666666,12
32.99831645537222,11,0.7145833333333332,0.0003784166666666666,12
32.99831645537222,12,0.765075,0.0003784166666666666,12
32.99831645537222,13,0.7695666666666668,0.0003784166666666666,12
32.99831645537222,14,0.7682000000000001,0.0003784166666666666,12
32.99831645537222,15,0.7260666666666666,0.0003784166666666666,12
32.99831645537222,16,0.7281249999999999,0.0003784166666666666,12
32.99831645537222,17,0.7516333333333334,0.0003784166666666666,12
32.99831645537222,18,0.7305666666666668,0.0003784166666666666,12
32.99831645537222,19,0.7462666666666666,0.0003784166666666666,12
