selection,parameter,value,unit,source_type,source_detail,code_path,line,declaration_kind
selected,MicrogliaNeuronCoupling.k_protect,0.1,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/coupling/microglia_neuron.py,17,class/dataclass default
selected,TauNeuronCoupling.k_damage,0.1,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/coupling/tau_neuron.py,15,class/dataclass default
selected,TauNeuronCoupling.K_d,0.5,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/coupling/tau_neuron.py,16,class/dataclass default
selected,TauNeuronCoupling.n,2.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/coupling/tau_neuron.py,17,class/dataclass default
complete-only,Drug.approved,True,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/drug_library.py,32,class/dataclass default
complete-only,Drug.year_approved,0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/drug_library.py,33,class/dataclass default
complete-only,Drug.clinical_dose,,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/drug_library.py,34,class/dataclass default
complete-only,Drug.notes,,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/drug_library.py,35,class/dataclass default
complete-only,PDParameters.n,1.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacodynamics.py,58,class/dataclass default
complete-only,PDParameters.Ki,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacodynamics.py,61,class/dataclass default
complete-only,PDParameters.baseline,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacodynamics.py,62,class/dataclass default
complete-only,PDModel.effect.inhibitor_conc,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacodynamics.py,160,public method default
complete-only,PDModel.compute_effect.inhibitor_conc,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacodynamics.py,181,public method default
complete-only,PDModel.modify_cholinergic_params.base_ache_activity,1.0,code-normalized / not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacodynamics.py,261,public method default
complete-only,PDModel.modify_nmda_params.base_nmda_conductance,1.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacodynamics.py,282,public method default
complete-only,PDModel.dose_response_curve.c_min,0.0001,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacodynamics.py,304,public method default
complete-only,PDModel.dose_response_curve.c_max,100.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacodynamics.py,305,public method default
complete-only,PDModel.dose_response_curve.n_points,200,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacodynamics.py,306,public method default
complete-only,PDModel.dose_response_curve.log_scale,True,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacodynamics.py,307,public method default
complete-only,PKParameters.ka,1.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacokinetics.py,52,class/dataclass default
complete-only,PKParameters.F,1.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacokinetics.py,53,class/dataclass default
complete-only,PKParameters.t_infusion,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacokinetics.py,55,class/dataclass default
complete-only,PKModel.simulate.t_end,24.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacokinetics.py,154,public method default
complete-only,PKModel.simulate.n_points,500,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacokinetics.py,155,public method default
complete-only,PKModel.simulate_multiple_doses.t_extra,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacokinetics.py,191,public method default
complete-only,PKModel.simulate_multiple_doses.n_points,1000,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacokinetics.py,192,public method default
complete-only,TwoCompartmentPKParameters.ka,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacokinetics.py,291,class/dataclass default
complete-only,TwoCompartmentPKParameters.F,1.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacokinetics.py,292,class/dataclass default
complete-only,TwoCompartmentPKParameters.t_infusion,1.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacokinetics.py,294,class/dataclass default
complete-only,TwoCompartmentPKModel.simulate.t_end,24.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacokinetics.py,436,public method default
complete-only,TwoCompartmentPKModel.simulate.n_points,500,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacokinetics.py,437,public method default
complete-only,TwoCompartmentPKModel.simulate_multiple_doses.t_extra,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacokinetics.py,480,public method default
complete-only,TwoCompartmentPKModel.simulate_multiple_doses.n_points,1000,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/pharmacokinetics.py,481,public method default
complete-only,Patient.apoe4_copies,0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/trial_simulator.py,38,class/dataclass default
complete-only,Patient.baseline_abeta,0.5,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/trial_simulator.py,39,class/dataclass default
complete-only,Patient.baseline_viability,1.0,code-normalized / not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/trial_simulator.py,40,class/dataclass default
complete-only,Patient.disease_stage,mild,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/trial_simulator.py,41,class/dataclass default
complete-only,Patient.cognitive_score,26.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/trial_simulator.py,42,class/dataclass default
complete-only,TrialArm.is_placebo,False,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/trial_simulator.py,58,class/dataclass default
complete-only,TrialArm.dosing_interval_h,24.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/trial_simulator.py,59,class/dataclass default
complete-only,TrialResult.n_dropouts,0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/trial_simulator.py,76,class/dataclass default
complete-only,TrialSimulator.generate_population.age_range,"(55, 85)",not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/trial_simulator.py,105,public method default
complete-only,TrialSimulator.generate_population.apoe4_freq,0.25,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/trial_simulator.py,106,public method default
complete-only,TrialSimulator.generate_population.stage,mild,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/trial_simulator.py,107,public method default
complete-only,TrialSimulator.run_trial.n_per_arm,50,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/drug_models/trial_simulator.py,277,public method default
complete-only,AmyloidODE.k_prod,0.1,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/amyloid_ode.py,15,class/dataclass default
complete-only,AmyloidODE.k_clear,0.03,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/amyloid_ode.py,16,class/dataclass default
complete-only,AmyloidODE.k_agg,0.01,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/amyloid_ode.py,17,class/dataclass default
complete-only,AmyloidODE.k_plaque,0.005,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/amyloid_ode.py,18,class/dataclass default
complete-only,AmyloidODE.A,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/amyloid_ode.py,19,class/dataclass default
complete-only,AmyloidODE.O,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/amyloid_ode.py,20,class/dataclass default
complete-only,AmyloidODE.P,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/amyloid_ode.py,21,class/dataclass default
complete-only,AmyloidODE.step.dt,0.01,simulation-time unit,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/amyloid_ode.py,30,public method default
complete-only,AmyloidODE.run.dt,0.01,simulation-time unit,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/amyloid_ode.py,39,public method default
complete-only,AmyloidODE.run.steps,100,steps,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/amyloid_ode.py,39,public method default
complete-only,CalciumODE.channel_rate,0.1,code-normalized / not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/calcium_ode.py,15,class/dataclass default
complete-only,CalciumODE.pump_rate,0.05,code-normalized / not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/calcium_ode.py,16,class/dataclass default
complete-only,CalciumODE.leak_rate,0.01,code-normalized / not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/calcium_ode.py,17,class/dataclass default
complete-only,CalciumODE.k_release,0.02,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/calcium_ode.py,18,class/dataclass default
complete-only,CalciumODE.Ca,0.0001,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/calcium_ode.py,19,class/dataclass default
complete-only,CalciumODE.Ca_er,0.5,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/calcium_ode.py,20,class/dataclass default
complete-only,CalciumODE.stimulus,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/calcium_ode.py,21,class/dataclass default
complete-only,CalciumODE.step.dt,0.01,simulation-time unit,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/calcium_ode.py,29,public method default
complete-only,CalciumODE.run.dt,0.01,simulation-time unit,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/calcium_ode.py,37,public method default
complete-only,CalciumODE.run.steps,100,steps,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/calcium_ode.py,37,public method default
complete-only,CalciumODE.run.stimulus,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/calcium_ode.py,37,public method default
complete-only,TauODE.k_phos,0.05,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/tau_ode.py,15,class/dataclass default
complete-only,TauODE.k_dephos,0.02,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/tau_ode.py,16,class/dataclass default
complete-only,TauODE.k_tangle,0.01,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/tau_ode.py,17,class/dataclass default
complete-only,TauODE.T,1.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/tau_ode.py,18,class/dataclass default
complete-only,TauODE.Tp,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/tau_ode.py,19,class/dataclass default
complete-only,TauODE.NFT,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/tau_ode.py,20,class/dataclass default
complete-only,TauODE.kinase,0.5,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/tau_ode.py,21,class/dataclass default
complete-only,TauODE.step.dt,0.01,simulation-time unit,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/tau_ode.py,30,public method default
complete-only,TauODE.run.dt,0.01,simulation-time unit,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/tau_ode.py,39,public method default
complete-only,TauODE.run.kinase_activity,0.5,code-normalized / not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/tau_ode.py,39,public method default
complete-only,TauODE.run.steps,100,steps,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/ode_models/tau_ode.py,39,public method default
complete-only,AbetaDynamics.production_rate,0.1,code-normalized / not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/toxin_dynamics/abeta.py,11,class/dataclass default
complete-only,AbetaDynamics.aggregation_rate,0.05,code-normalized / not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/toxin_dynamics/abeta.py,12,class/dataclass default
complete-only,AbetaDynamics.clearance_rate,0.03,code-normalized / not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/toxin_dynamics/abeta.py,13,class/dataclass default
complete-only,AbetaDynamics.monomer_conc,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/toxin_dynamics/abeta.py,14,class/dataclass default
complete-only,AbetaDynamics.oligomer_conc,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/toxin_dynamics/abeta.py,15,class/dataclass default
complete-only,AbetaDynamics.plaque_conc,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/toxin_dynamics/abeta.py,16,class/dataclass default
complete-only,AbetaDynamics.step.dt,0.01,simulation-time unit,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/toxin_dynamics/abeta.py,18,public method default
complete-only,AbetaDynamics.step.microglial_clearance,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/toxin_dynamics/abeta.py,18,public method default
complete-only,TauDynamics.phosphorylation_rate,0.05,code-normalized / not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/toxin_dynamics/tau.py,11,class/dataclass default
complete-only,TauDynamics.tangle_rate,0.02,code-normalized / not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/toxin_dynamics/tau.py,12,class/dataclass default
complete-only,TauDynamics.clearance_rate,0.01,code-normalized / not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/toxin_dynamics/tau.py,13,class/dataclass default
complete-only,TauDynamics.p_tau,0.0,code-normalized / not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/toxin_dynamics/tau.py,14,class/dataclass default
complete-only,TauDynamics.tangles,0.0,not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/toxin_dynamics/tau.py,15,class/dataclass default
complete-only,TauDynamics.step.dt,0.01,simulation-time unit,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/toxin_dynamics/tau.py,17,public method default
complete-only,TauDynamics.step.kinase_activity,0.0,code-normalized / not explicitly declared,heuristic/model-assigned,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer2_pathology/toxin_dynamics/tau.py,17,public method default
complete-only,ExperimentSpec.duration,1000,steps,software default,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer3_orchestrator/chains/experiment_chain.py,15,class/dataclass default
complete-only,ExperimentSpec.hypothesis,,not explicitly declared,software default,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer3_orchestrator/chains/experiment_chain.py,17,class/dataclass default
complete-only,LLMConfig.backend,mock,not explicitly declared,software default,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer3_orchestrator/llm_interface/llm_wrapper.py,12,class/dataclass default
complete-only,LLMConfig.model_name,mock-model,not explicitly declared,software default,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer3_orchestrator/llm_interface/llm_wrapper.py,13,class/dataclass default
complete-only,LLMConfig.temperature,0.7,dimensionless,software default,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer3_orchestrator/llm_interface/llm_wrapper.py,14,class/dataclass default
complete-only,LLMConfig.max_tokens,1024,tokens,software default,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer3_orchestrator/llm_interface/llm_wrapper.py,15,class/dataclass default
complete-only,LLMWrapper.generate.system_prompt,,not explicitly declared,software default,Value declared in executable code; no direct literature provenance encoded for this declaration.,layer3_orchestrator/llm_interface/llm_wrapper.py,27,public method default
